0.10	1979.27
0.11	1978.50
0.12	1976.57
0.13	1973.37
0.14	1969.73
0.15	1965.38
0.16	1960.94
0.17	1956.70
0.18	1952.42
0.19	1947.98
0.20	1943.99
0.21	1939.52
0.22	1934.61
0.23	1928.72
0.24	1921.26
0.25	1912.27
0.26	1897.55
0.27	1864.73
0.28	1694.01
0.29	1253.83
0.30	1420.90
0.31	1484.48
0.32	1522.45
0.33	1548.90
0.34	1568.85
0.35	1584.60
0.36	1597.73
0.37	1608.91
0.38	1619.40
0.39	1629.44
0.40	1638.11
0.41	1645.67
0.42	1652.58
0.43	1658.77
0.44	1664.43
0.45	1669.54
0.46	1674.25
0.47	1678.67
0.48	1682.75
0.49	1686.75
0.50	1690.59
0.51	1694.22
0.52	1697.60
0.53	1700.82
0.54	1703.91
0.55	1706.89
0.56	1709.84
0.57	1712.71
0.58	1715.38
0.59	1717.90
0.60	1720.29
0.61	1722.57
0.62	1724.76
0.63	1726.86
0.64	1728.87
0.65	1730.81
0.66	1732.67
0.67	1734.41
0.68	1735.94
0.69	1737.28
0.70	1738.61
0.71	1740.43
0.72	1742.57
0.73	1744.76
0.74	1746.84
0.75	1748.84
0.76	1750.79
0.77	1752.65
0.78	1754.46
0.79	1756.23
0.80	1757.95
0.81	1759.64
0.82	1761.26
0.83	1762.86
0.84	1764.47
0.85	1766.06
0.86	1767.76
0.87	1769.72
0.88	1771.95
0.89	1773.14
0.90	1774.42
0.91	1775.79
0.92	1777.09
0.93	1778.45
0.94	1779.80
0.95	1781.09
0.96	1782.38
0.97	1783.63
0.98	1784.86
0.99	1786.04
1.00	1787.24
1.01	1788.37
1.02	1789.53
1.03	1790.64
1.04	1791.75
1.05	1792.91
1.06	1794.02
1.07	1795.11
1.08	1796.18
1.09	1797.24
1.10	1798.27
1.11	1799.30
1.12	1800.26
1.13	1801.23
1.14	1802.18
1.15	1803.09
1.16	1804.01
1.17	1804.86
1.18	1805.71
1.19	1806.52
1.20	1807.38
1.21	1808.16
1.22	1808.95
1.23	1809.72
1.24	1810.47
