 ! Swift/XRT lightcurve of trigger: 554620, name: GRB 130427A
 ! Data covers 0.3-10 keV
 ! The data are in 5 columns:  ! time, time error (+ve), time error (-ve), source flux, source error
 ! For a detailed description of light curve production, see Evans et al. 2007 (A&A, 469, 379 )
 ! For a detailed description of the file, see
 ! http://www.swift.ac.uk/xrt_curves/docs.php
 ! This lightcurve was obtained from http://www.swift.ac.uk/xrt_curves/00554620
 ! BINMODE: GRB-like (counts)

READ TERR 1 2
! WTSLEW data
!Time    	T_+ve   	T_-ve   	Flux    	Fluxpos 	Fluxneg
713.697	0.833	-0.744	1.44759396e-08	1.812526817e-09	-1.807165848e-09
715.414	0.774	-0.884	1.391840925e-08	1.724786814e-09	-1.7164003e-09
716.845	0.878	-0.657	1.48894508e-08	1.871530358e-09	-1.859594593e-09
718.466	0.629	-0.742	1.696457768e-08	2.105541126e-09	-2.08735337e-09
719.947	0.840	-0.852	1.371468521e-08	1.707504917e-09	-1.692703205e-09
721.638	0.863	-0.851	1.354363064e-08	1.683732835e-09	-1.671050408e-09
723.210	0.573	-0.710	1.793653752e-08	2.247531216e-09	-2.233146143e-09
724.606	0.732	-0.823	1.471250554e-08	1.853085962e-09	-1.84288773e-09
726.143	0.762	-0.805	1.476256638e-08	1.834833645e-09	-1.826117108e-09
727.650	0.748	-0.745	1.541020945e-08	1.919608654e-09	-1.912126395e-09
729.445	0.965	-1.047	1.145536299e-08	1.416961971e-09	-1.412650419e-09
731.212	0.840	-0.802	1.399702931e-08	1.735362387e-09	-1.731430181e-09
732.685	0.709	-0.632	1.727977972e-08	2.121646489e-09	-2.117860648e-09
734.374	0.799	-0.980	1.284613525e-08	1.601843823e-09	-1.598984292e-09
735.932	0.897	-0.759	1.375909596e-08	1.721912446e-09	-1.718006305e-09
737.640	0.773	-0.810	1.43573639e-08	1.803479455e-09	-1.7983647e-09
739.323	0.929	-0.910	1.258920653e-08	1.572688717e-09	-1.56715211e-09
741.169	0.763	-0.916	1.398554066e-08	1.724524961e-09	-1.714311491e-09
743.079	0.942	-1.147	1.102468899e-08	1.397573621e-09	-1.380723601e-09
744.807	0.878	-0.787	1.402588527e-08	1.754476052e-09	-1.729464479e-09
746.538	0.768	-0.853	1.42074701e-08	1.801071049e-09	-1.779270283e-09
748.139	0.735	-0.832	1.473343774e-08	1.861564305e-09	-1.839396223e-09
749.916	0.766	-1.041	1.267199298e-08	1.595160757e-09	-1.577127386e-09
751.580	0.771	-0.898	1.367689497e-08	1.721886782e-09	-1.707541408e-09
753.037	0.671	-0.686	1.691006975e-08	2.110522348e-09	-2.098181974e-09
754.559	0.759	-0.851	1.425655651e-08	1.776481729e-09	-1.768961776e-09
755.999	0.800	-0.680	1.550741987e-08	1.930597257e-09	-1.924163613e-09
757.637	0.634	-0.839	1.56706389e-08	1.937216965e-09	-1.932423411e-09
759.123	0.854	-0.852	1.35734089e-08	1.671819125e-09	-1.668656037e-09
760.770	0.912	-0.793	1.345826175e-08	1.678921637e-09	-1.675142613e-09
762.149	0.455	-0.467	2.510251178e-08	3.105199239e-09	-3.095755288e-09
763.431	0.795	-0.828	1.421755525e-08	1.765584554e-09	-1.758873819e-09
765.032	0.955	-0.806	1.309752215e-08	1.628983503e-09	-1.620348369e-09
766.715	0.843	-0.728	1.468448767e-08	1.832151757e-09	-1.816483885e-09
768.336	0.701	-0.778	1.542673466e-08	1.955456851e-09	-1.932011584e-09
769.946	0.886	-0.909	1.288408589e-08	1.613859788e-09	-1.588661349e-09
771.763	0.925	-0.931	1.238371809e-08	1.55531459e-09	-1.536467991e-09
773.628	0.773	-0.940	1.32982828e-08	1.678448858e-09	-1.665495355e-09
775.203	1.008	-0.802	1.27003517e-08	1.584324935e-09	-1.575906742e-09
777.366	1.027	-1.156	1.052673521e-08	1.312408439e-09	-1.306212989e-09
779.289	0.657	-0.896	1.47952158e-08	1.844263561e-09	-1.835864616e-09
780.781	1.026	-0.835	1.238699827e-08	1.533786504e-09	-1.527546944e-09
782.444	0.799	-0.637	1.612636337e-08	1.976729901e-09	-1.97038969e-09
784.155	0.769	-0.912	1.330884915e-08	1.691557949e-09	-1.68787717e-09
785.663	0.651	-0.739	1.638332818e-08	2.043020815e-09	-2.039108258e-09
787.315	0.801	-1.001	1.266707672e-08	1.575745941e-09	-1.571750377e-09
789.262	1.046	-1.146	1.026766515e-08	1.298556696e-09	-1.294131661e-09
791.201	0.926	-0.893	1.259615586e-08	1.570281113e-09	-1.563138501e-09
793.032	0.754	-0.906	1.393892842e-08	1.740875736e-09	-1.729692247e-09
794.559	0.761	-0.773	1.517257284e-08	1.887600834e-09	-1.87104595e-09
796.166	0.782	-0.846	1.421300791e-08	1.787390533e-09	-1.763429981e-09
798.011	0.855	-1.063	1.202973534e-08	1.516406362e-09	-1.497178412e-09
800.070	0.790	-1.204	1.166711104e-08	1.448852298e-09	-1.438735068e-09
801.723	0.857	-0.863	1.343763832e-08	1.679090859e-09	-1.667341559e-09
803.243	0.999	-0.662	1.375701076e-08	1.725713525e-09	-1.712249549e-09
805.094	0.875	-0.852	1.327060979e-08	1.660618393e-09	-1.646576977e-09
806.794	1.102	-0.824	1.189807501e-08	1.486120035e-09	-1.476324407e-09
808.868	0.939	-0.972	1.209994242e-08	1.494619631e-09	-1.487576467e-09
810.663	0.906	-0.856	1.290515443e-08	1.622503744e-09	-1.616305888e-09
812.555	0.834	-0.986	1.246074618e-08	1.570428681e-09	-1.565493173e-09
814.300	0.968	-0.911	1.223864832e-08	1.522534845e-09	-1.51851482e-09
816.302	0.986	-1.035	1.134462684e-08	1.41537361e-09	-1.411968719e-09
818.178	0.892	-0.889	1.294765241e-08	1.608145939e-09	-1.601703473e-09
820.117	1.173	-1.047	1.032640363e-08	1.295923329e-09	-1.285328107e-09
822.536	1.064	-1.247	9.95879891e-09	1.263565436e-09	-1.245190814e-09
824.436	0.995	-0.835	1.256724777e-08	1.581260092e-09	-1.55438828e-09
826.200	0.635	-0.769	1.634127531e-08	2.052881405e-09	-2.027543017e-09
827.595	1.090	-0.760	1.225665723e-08	1.553566631e-09	-1.539897744e-09
829.610	1.011	-0.924	1.181679231e-08	1.478829454e-09	-1.470927348e-09
831.471	0.885	-0.850	1.314892634e-08	1.650129436e-09	-1.641868435e-09
833.168	0.979	-0.812	1.280380569e-08	1.598077631e-09	-1.588853829e-09
835.151	1.014	-1.003	1.12505362e-08	1.417918757e-09	-1.409172145e-09
837.075	0.707	-0.910	1.43109682e-08	1.763001713e-09	-1.754121167e-09
838.668	0.789	-0.885	1.359162232e-08	1.703903937e-09	-1.697071699e-09
840.499	0.847	-1.042	1.214619376e-08	1.506399808e-09	-1.502441136e-09
842.711	1.183	-1.365	8.90591326e-09	1.11721407e-09	-1.115371475e-09
844.901	1.210	-1.007	1.031971896e-08	1.292857283e-09	-1.288529691e-09
847.101	1.059	-0.991	1.144006484e-08	1.42754396e-09	-1.417385026e-09
849.106	1.078	-0.946	1.153753992e-08	1.439873507e-09	-1.422734366e-09
851.002	0.866	-0.817	1.387934784e-08	1.732947164e-09	-1.711504892e-09
852.999	1.011	-1.131	1.087424181e-08	1.356076136e-09	-1.345136054e-09
855.026	1.003	-1.017	1.152783171e-08	1.434275948e-09	-1.426026175e-09
856.789	0.825	-0.760	1.460304056e-08	1.827024571e-09	-1.806328159e-09
858.553	0.855	-0.939	1.301747854e-08	1.617616356e-09	-1.595500003e-09
860.534	0.973	-1.126	1.096410992e-08	1.376738062e-09	-1.365187257e-09
862.634	1.187	-1.127	9.94492431e-09	1.246431107e-09	-1.238394265e-09
864.737	0.913	-0.916	1.265675899e-08	1.575174516e-09	-1.566081039e-09
866.711	0.954	-1.060	1.141666649e-08	1.419975887e-09	-1.412489217e-09
868.781	1.155	-1.117	1.007392601e-08	1.252288915e-09	-1.246256271e-09
871.090	1.157	-1.154	9.81933111e-09	1.23125847e-09	-1.22608958e-09
873.401	1.188	-1.154	9.69244669e-09	1.21476534e-09	-1.2103383e-09
875.750	1.096	-1.162	1.008004928e-08	1.259199749e-09	-1.254877771e-09
877.782	0.886	-0.936	1.245616676e-08	1.551714011e-09	-1.54579485e-09
879.713	0.999	-1.045	1.105560609e-08	1.381875674e-09	-1.37618789e-09
881.474	1.101	-0.762	1.223627841e-08	1.515178901e-09	-1.509120994e-09
883.887	1.227	-1.312	8.93567548e-09	1.121388079e-09	-1.11756695e-09
886.235	1.220	-1.121	9.70760048e-09	1.204739137e-09	-1.201150989e-09
888.505	1.204	-1.050	1.012423948e-08	1.263687741e-09	-1.260617685e-09
890.839	1.106	-1.130	1.032323573e-08	1.27708876e-09	-1.273610887e-09
892.777	0.875	-0.831	1.349281993e-08	1.678478131e-09	-1.669705454e-09
894.985	1.194	-1.333	9.03505531e-09	1.138882506e-09	-1.128436456e-09
897.129	0.940	-0.951	1.213823792e-08	1.527926691e-09	-1.506530534e-09
898.741	0.588	-0.671	1.528905532e-08	1.947590434e-09	-1.897542426e-09
900.028	0.677	-0.698	9.28725624e-09	1.195738291e-09	-1.139029272e-09
901.443	0.621	-0.739	9.30700148e-09	1.202248125e-09	-1.154018652e-09
902.733	0.841	-0.669	8.37507347e-09	1.069776973e-09	-1.039288542e-09
904.158	0.697	-0.584	9.90745086e-09	1.248375556e-09	-1.226344215e-09
905.628	0.871	-0.773	7.67057261e-09	9.70812178e-10	-9.55768663e-10
907.220	0.624	-0.721	9.49597674e-09	1.186783159e-09	-1.167217166e-09
908.730	0.806	-0.886	7.51434301e-09	9.44164124e-10	-9.26939169e-10
910.324	0.671	-0.788	8.601049e-09	1.093372214e-09	-1.072070693e-09
911.574	0.560	-0.579	1.102010155e-08	1.397366705e-09	-1.373968355e-09
912.787	0.697	-0.653	9.52281567e-09	1.184965426e-09	-1.165599532e-09
914.108	0.801	-0.624	8.77655868e-09	1.113795946e-09	-1.09711996e-09
915.453	0.552	-0.544	1.148622395e-08	1.445950261e-09	-1.425032898e-09
916.631	0.592	-0.626	1.039566435e-08	1.298382261e-09	-1.280204931e-09
917.970	0.821	-0.746	8.03119592e-09	1.008888732e-09	-9.95716283e-10
919.585	0.713	-0.794	8.4122582e-09	1.044565702e-09	-1.031660319e-09
920.965	0.724	-0.667	8.98527517e-09	1.126242986e-09	-1.113487577e-09
922.452	0.601	-0.763	9.21973987e-09	1.146682758e-09	-1.134377672e-09
923.603	0.575	-0.549	1.126049303e-08	1.390899377e-09	-1.375757216e-09
924.876	0.676	-0.697	9.07225608e-09	1.14039989e-09	-1.128189841e-09
926.211	0.563	-0.659	1.032620714e-08	1.280508889e-09	-1.266125019e-09
927.481	0.672	-0.707	9.09547398e-09	1.135983677e-09	-1.1231609e-09
928.733	0.618	-0.581	1.048198361e-08	1.3177662e-09	-1.302816118e-09
930.108	0.653	-0.756	8.98727616e-09	1.115347816e-09	-1.1021084e-09
931.415	0.632	-0.654	9.84237658e-09	1.23878524e-09	-1.224235757e-09
932.720	0.617	-0.673	1.002741803e-08	1.244509114e-09	-1.229196929e-09
934.002	0.545	-0.665	1.049857699e-08	1.319423132e-09	-1.301358884e-09
935.081	0.514	-0.534	1.208155657e-08	1.529512646e-09	-1.50287582e-09
936.382	0.738	-0.787	8.33018553e-09	1.056750889e-09	-1.03252688e-09
937.695	0.499	-0.575	1.193361163e-08	1.50793644e-09	-1.463548547e-09
938.798	0.590	-0.604	1.063932799e-08	1.365111067e-09	-1.318686495e-09
939.859	0.522	-0.471	1.28762704e-08	1.650911787e-09	-1.584665384e-09
941.135	0.651	-0.754	9.10903179e-09	1.184346683e-09	-1.128967781e-09
942.226	0.491	-0.440	1.403630726e-08	1.82028336e-09	-1.721285683e-09
943.345	0.476	-0.629	1.199849343e-08	1.55709102e-09	-1.460431173e-09
944.464	0.566	-0.642	1.077736823e-08	1.417668132e-09	-1.326304693e-09
945.666	0.557	-0.637	1.094054716e-08	1.425618759e-09	-1.341865498e-09
946.874	0.517	-0.650	1.111950143e-08	1.449120567e-09	-1.373723745e-09
947.913	0.625	-0.522	1.134534864e-08	1.466091689e-09	-1.396968512e-09
949.165	0.567	-0.627	1.087123431e-08	1.400748338e-09	-1.343700474e-09
950.346	0.561	-0.615	1.114145217e-08	1.410442914e-09	-1.363288121e-09
951.485	0.650	-0.578	1.05519942e-08	1.32893405e-09	-1.301462743e-09
952.642	0.666	-0.506	1.055822574e-08	1.345203422e-09	-1.325076029e-09
953.821	0.504	-0.513	1.240100119e-08	1.54293572e-09	-1.522307478e-09
954.979	0.684	-0.654	9.43253052e-09	1.170807319e-09	-1.15724991e-09
956.310	0.686	-0.647	9.47030873e-09	1.175786536e-09	-1.161946823e-09
957.781	0.772	-0.785	8.13238426e-09	1.007373754e-09	-9.945602e-10
959.375	0.728	-0.822	8.14396514e-09	1.013480583e-09	-9.99780819e-10
960.681	0.640	-0.578	1.022341079e-08	1.28981249e-09	-1.27289029e-09
961.949	0.726	-0.628	9.2324235e-09	1.159417716e-09	-1.145098407e-09
963.462	0.791	-0.787	8.04447303e-09	1.001459405e-09	-9.89905392e-10
964.908	0.589	-0.655	9.92693946e-09	1.261031918e-09	-1.248260068e-09
966.089	0.566	-0.592	1.086696366e-08	1.350635769e-09	-1.33740718e-09
967.439	0.684	-0.784	8.60234022e-09	1.065584518e-09	-1.054961627e-09
968.821	0.716	-0.699	8.87031248e-09	1.106818947e-09	-1.09554804e-09
970.185	0.633	-0.648	9.82557468e-09	1.222239178e-09	-1.209278858e-09
971.519	0.683	-0.701	9.22946813e-09	1.140141646e-09	-1.127445585e-09
972.886	0.577	-0.684	9.94471579e-09	1.242310431e-09	-1.228328764e-09
974.172	0.686	-0.709	8.96066981e-09	1.12370225e-09	-1.110735915e-09
975.528	0.702	-0.670	9.14111981e-09	1.1425292e-09	-1.129108532e-09
977.012	0.836	-0.782	7.72850107e-09	9.69011688e-10	-9.57989802e-10
978.489	0.684	-0.642	9.52074651e-09	1.181028809e-09	-1.167689945e-09
979.745	0.658	-0.573	1.02171993e-08	1.271499221e-09	-1.257509935e-09
981.009	0.770	-0.605	9.25488351e-09	1.14796275e-09	-1.134536869e-09
982.405	0.608	-0.626	1.009021463e-08	1.274059606e-09	-1.255218621e-09
983.717	0.669	-0.703	9.29290633e-09	1.17085985e-09	-1.139676085e-09
985.071	0.616	-0.685	9.88511917e-09	1.288052501e-09	-1.237388557e-09
986.325	0.615	-0.639	1.035823501e-08	1.333777729e-09	-1.270157876e-09
987.606	0.667	-0.666	9.65674165e-09	1.261026304e-09	-1.196751217e-09
988.842	0.534	-0.569	1.155337541e-08	1.516665408e-09	-1.447362583e-09
990.068	0.685	-0.692	9.34469949e-09	1.20764358e-09	-1.158462935e-09
991.462	0.670	-0.709	9.39267914e-09	1.198627496e-09	-1.156532521e-09
992.806	0.745	-0.674	9.18016919e-09	1.1574063e-09	-1.122826065e-09
994.409	0.718	-0.857	8.13742082e-09	1.02661614e-09	-1.002758645e-09
995.864	0.874	-0.738	7.65446845e-09	9.8419034e-10	-9.67453001e-10
997.535	0.653	-0.797	8.64834294e-09	1.087617864e-09	-1.074465465e-09
998.912	0.794	-0.724	8.26281753e-09	1.036890963e-09	-1.026490226e-09
1000.461	0.789	-0.755	8.1461145e-09	1.018326267e-09	-1.008114e-09
1001.983	0.674	-0.733	8.93920829e-09	1.118220981e-09	-1.106790877e-09
1003.390	0.655	-0.733	9.06505813e-09	1.136332547e-09	-1.122243813e-09
1004.666	0.630	-0.621	1.012190967e-08	1.263356916e-09	-1.243892376e-09
1006.049	0.854	-0.753	7.82612452e-09	9.75974652e-10	-9.65159281e-10
1007.558	0.772	-0.656	8.80065878e-09	1.094205492e-09	-1.08383483e-09
1009.115	0.805	-0.784	7.88836373e-09	9.82256718e-10	-9.74116819e-10
1010.593	0.827	-0.673	8.30272505e-09	1.040666378e-09	-1.032475552e-09
1012.195	0.641	-0.775	8.84962489e-09	1.101540985e-09	-1.092734624e-09
1013.617	0.820	-0.781	7.82711499e-09	9.7485907e-10	-9.66620124e-10
1015.108	0.582	-0.671	1.010224463e-08	1.245862489e-09	-1.234694639e-09
1016.399	0.754	-0.710	8.5478764e-09	1.061065649e-09	-1.051948513e-09
1017.946	0.546	-0.792	9.48402694e-09	1.167911297e-09	-1.15824038e-09
1019.315	0.701	-0.824	8.14642728e-09	1.01734101e-09	-1.009435295e-09
1020.843	0.922	-0.827	7.07940638e-09	8.87582222e-10	-8.80374247e-10
1022.295	0.522	-0.530	1.192674651e-08	1.475449826e-09	-1.462427752e-09
1023.490	0.742	-0.674	8.79897458e-09	1.09657861e-09	-1.086616968e-09
1025.040	0.742	-0.808	7.98983678e-09	1.003447964e-09	-9.93847222e-10
1026.467	0.529	-0.684	1.0501388e-08	1.298398301e-09	-1.283878893e-09
1027.691	0.617	-0.695	9.8554171e-09	1.228668411e-09	-1.209214297e-09
1029.042	0.685	-0.733	9.12585374e-09	1.152865376e-09	-1.119152905e-09
1030.492	0.594	-0.765	9.39879439e-09	1.224932294e-09	-1.168743372e-09
1032.041	0.762	-0.955	7.48908402e-09	9.71154231e-10	-9.24678732e-10
1033.517	0.690	-0.714	9.18910347e-09	1.168885326e-09	-1.130808371e-09
1035.149	0.710	-0.942	7.72957174e-09	9.80715274e-10	-9.61737949e-10
1036.742	0.816	-0.883	7.5811055e-09	9.49262037e-10	-9.33430557e-10
1038.330	0.817	-0.772	8.07129592e-09	1.009437701e-09	-9.93764616e-10
1040.000	0.873	-0.853	7.43055807e-09	9.28920911e-10	-9.14853831e-10
1041.637	0.717	-0.765	8.56974293e-09	1.086835112e-09	-1.066292684e-09
1043.157	0.845	-0.802	7.80854869e-09	9.83567186e-10	-9.57701082e-10
1044.646	0.653	-0.644	9.88711214e-09	1.25901168e-09	-1.216678511e-09
1045.998	0.632	-0.699	9.66660224e-09	1.235422053e-09	-1.185229284e-09
1047.301	0.592	-0.671	1.015156362e-08	1.310789602e-09	-1.24900272e-09
1048.591	0.628	-0.698	9.95365007e-09	1.286185846e-09	-1.215456263e-09
1049.948	0.754	-0.729	8.76527454e-09	1.139326413e-09	-1.078412508e-09
1051.414	0.777	-0.712	8.73385619e-09	1.137225574e-09	-1.074545665e-09
1053.069	0.781	-0.878	7.76862112e-09	1.022137371e-09	-9.6600499e-10
1054.412	0.544	-0.562	1.179043859e-08	1.527209302e-09	-1.445504349e-09
1055.660	0.631	-0.703	9.71587311e-09	1.268930014e-09	-1.199596312e-09
1057.301	1.062	-1.010	6.23478008e-09	8.11432322e-10	-7.72539332e-10
1059.222	0.726	-0.859	8.06921473e-09	1.040750187e-09	-1.003520946e-09
1060.690	0.567	-0.741	9.86579097e-09	1.25433201e-09	-1.214078427e-09
1061.899	0.713	-0.643	9.54659898e-09	1.211020401e-09	-1.170643711e-09
1063.361	0.727	-0.749	8.79221372e-09	1.113126677e-09	-1.074331932e-09
1064.836	0.740	-0.747	8.70155564e-09	1.106818947e-09	-1.066969572e-09
1066.385	0.731	-0.809	8.37327298e-09	1.07071812e-09	-1.030307345e-09
1067.825	0.823	-0.709	8.44877727e-09	1.078979121e-09	-1.035914528e-09
1069.485	0.875	-0.837	7.58999567e-09	9.74797717e-10	-9.33877271e-10
1071.077	0.860	-0.717	8.28992513e-09	1.069432915e-09	-1.019959139e-09
1072.669	0.685	-0.733	9.09785993e-09	1.195751123e-09	-1.135336062e-09
1074.003	0.720	-0.649	9.49007803e-09	1.244915728e-09	-1.175877563e-09
1075.473	0.767	-0.751	8.63812145e-09	1.115201852e-09	-1.059041401e-09
1076.874	0.530	-0.634	1.143507239e-08	1.4456852e-09	-1.391724635e-09
1078.093	0.766	-0.689	8.92152419e-09	1.13422048e-09	-1.105883815e-09
1079.419	0.703	-0.560	1.036363247e-08	1.292111423e-09	-1.271485587e-09
1080.914	0.688	-0.792	8.6518958e-09	1.077345046e-09	-1.061453015e-09
1082.333	0.808	-0.731	8.26875634e-09	1.040054853e-09	-1.021638126e-09
1083.893	0.681	-0.752	8.8850773e-09	1.123368217e-09	-1.097554644e-09
1085.550	0.821	-0.976	7.14975381e-09	8.94464184e-10	-8.73932583e-10
1087.063	0.689	-0.693	9.23561546e-09	1.153092743e-09	-1.137006628e-09
1088.555	0.731	-0.803	8.29753611e-09	1.03410682e-09	-1.024849334e-09
1090.272	0.905	-0.986	6.71063074e-09	8.3293715e-10	-8.2868254e-10
1091.903	0.690	-0.726	8.8671526e-09	1.103126138e-09	-1.098813383e-09
1093.246	0.652	-0.652	9.69111136e-09	1.196907607e-09	-1.19243766e-09
1094.692	0.757	-0.794	8.04243996e-09	1.008169739e-09	-1.00375112e-09
1096.488	0.916	-1.039	6.38116914e-09	8.0086918e-10	-7.96450962e-10
1098.145	0.906	-0.741	7.54891322e-09	9.51967584e-10	-9.45621358e-10
1099.597	0.648	-0.545	1.058678496e-08	1.313566126e-09	-1.302889902e-09
1100.986	0.701	-0.740	8.88949632e-09	1.09926932e-09	-1.086512307e-09
1102.316	0.639	-0.630	1.03369379e-08	1.289850986e-09	-1.267356089e-09
1103.785	0.953	-0.830	7.223213e-09	9.22909921e-10	-8.95179568e-10
1105.349	0.760	-0.611	9.44772842e-09	1.212150419e-09	-1.162443261e-09
1106.876	0.701	-0.766	8.8011881e-09	1.126361682e-09	-1.086795814e-09
1108.428	0.745	-0.851	8.09475843e-09	1.028978431e-09	-9.99679767e-10
1109.668	0.514	-0.495	1.284688111e-08	1.620084511e-09	-1.581135381e-09
1110.888	0.720	-0.707	9.08260589e-09	1.144621217e-09	-1.117866497e-09
1112.440	0.718	-0.831	8.24077456e-09	1.043846709e-09	-1.017795343e-09
1114.014	0.815	-0.855	7.59405379e-09	9.66900824e-10	-9.41206749e-10
1115.532	0.829	-0.703	8.36192869e-09	1.054877417e-09	-1.025436799e-09
1117.256	0.781	-0.895	7.59421419e-09	9.63083304e-10	-9.37912935e-10
1118.950	0.807	-0.913	7.53301357e-09	9.44003724e-10	-9.201747e-10
1120.464	0.622	-0.707	9.66865135e-09	1.212227812e-09	-1.18160665e-09
1121.984	1.041	-0.898	6.56903764e-09	8.31496357e-10	-8.08413193e-10
1123.708	0.707	-0.682	9.00311566e-09	1.151309897e-09	-1.115746811e-09
1125.125	0.946	-0.710	7.57699926e-09	9.65306448e-10	-9.35697009e-10
1126.640	0.595	-0.569	1.085503792e-08	1.356074532e-09	-1.331518094e-09
1128.212	0.880	-0.977	6.82163155e-09	8.42385111e-10	-8.33717095e-10
1129.837	0.865	-0.745	7.71965501e-09	9.68724572e-10	-9.63505557e-10
1131.506	0.710	-0.804	8.36879381e-09	1.030628947e-09	-1.022684335e-09
1133.079	0.778	-0.862	7.69433988e-09	9.6193083e-10	-9.50445789e-10
1134.463	0.681	-0.607	9.94388572e-09	1.246139981e-09	-1.224077362e-09
1135.932	0.812	-0.787	8.00827877e-09	1.008184977e-09	-9.85670431e-10
1137.563	0.841	-0.819	7.64235023e-09	9.72331166e-10	-9.50664735e-10
1139.262	0.944	-0.858	6.99350015e-09	8.96230188e-10	-8.76168158e-10
1140.906	0.939	-0.700	7.81692558e-09	9.84847178e-10	-9.62096443e-10
1142.654	0.833	-0.809	7.79995526e-09	9.8216529e-10	-9.60023674e-10
1144.327	0.880	-0.840	7.34293957e-09	9.36837854e-10	-9.16695223e-10
1145.963	0.842	-0.756	7.95552321e-09	1.018222007e-09	-9.85905417e-10
1147.709	0.731	-0.904	7.82349797e-09	1.013690707e-09	-9.62547568e-10
1149.322	0.892	-0.882	7.16546499e-09	9.15954576e-10	-8.88035753e-10
1150.999	0.744	-0.785	8.26327868e-09	1.049326775e-09	-1.031830744e-09
1152.583	1.101	-0.840	6.59022648e-09	8.21432059e-10	-8.11417084e-10
1154.598	0.831	-0.915	7.2781099e-09	9.11692748e-10	-9.02166993e-10
1156.279	0.834	-0.851	7.55862544e-09	9.41505494e-10	-9.33342738e-10
1157.852	0.687	-0.738	8.96486427e-09	1.112981114e-09	-1.103040725e-09
1159.312	0.764	-0.773	8.28462792e-09	1.035325459e-09	-1.023155109e-09
1160.850	0.790	-0.774	8.22165087e-09	1.018074439e-09	-1.004802943e-09
1162.361	0.741	-0.721	8.86712854e-09	1.095923376e-09	-1.083047667e-09
1164.134	0.967	-1.032	6.38869591e-09	7.94162054e-10	-7.86122004e-10
1166.032	0.981	-0.930	6.56492739e-09	8.23435455e-10	-8.16376251e-10
1167.874	0.877	-0.862	7.22881898e-09	9.02722779e-10	-8.95718512e-10
1169.669	0.998	-0.918	6.51566053e-09	8.19816029e-10	-8.13149003e-10
1171.325	0.667	-0.659	9.51052903e-09	1.18384423e-09	-1.174298425e-09
1172.797	0.729	-0.805	8.11433525e-09	1.024045329e-09	-1.016247082e-09
1174.527	0.808	-1.002	6.98925757e-09	8.6766776e-10	-8.59959337e-10
1176.304	0.852	-0.969	6.96021715e-09	8.65125019e-10	-8.56442166e-10
1178.037	0.910	-0.882	7.12237754e-09	8.80300864e-10	-8.70324385e-10
1179.985	0.817	-1.038	6.83306807e-09	8.51887207e-10	-8.40986423e-10
1181.511	0.743	-0.709	8.7058704e-09	1.093694217e-09	-1.075502852e-09
1183.132	0.855	-0.877	7.34033307e-09	9.27147288e-10	-9.00158785e-10
1184.708	0.987	-0.721	7.32898878e-09	9.55286661e-10	-9.14629672e-10
1186.574	0.888	-0.879	7.26330498e-09	9.43613952e-10	-8.93621683e-10
1188.248	0.786	-0.787	8.21565592e-09	1.081533491e-09	-1.02524071e-09
1189.949	0.758	-0.915	7.72621136e-09	1.010712881e-09	-9.64179638e-10
1191.498	0.643	-0.791	9.12713293e-09	1.171005413e-09	-1.123008119e-09
1192.910	0.962	-0.769	7.46408167e-09	9.64978029e-10	-9.31574729e-10
1194.668	0.836	-0.796	8.0480299e-09	1.016524173e-09	-9.86947215e-10
1196.163	0.705	-0.659	9.62189475e-09	1.207771499e-09	-1.180156233e-09
1197.572	0.979	-0.704	7.63053677e-09	9.58934959e-10	-9.42734559e-10
1199.339	0.867	-0.788	7.64324446e-09	9.59291849e-10	-9.47786357e-10
1201.024	0.770	-0.819	7.98549796e-09	9.97527199e-10	-9.86495288e-10
1202.637	0.828	-0.843	7.59419013e-09	9.47648814e-10	-9.37975892e-10
1204.335	0.906	-0.870	7.14537489e-09	8.90697992e-10	-8.82402104e-10
1206.208	0.769	-0.968	7.25965187e-09	9.10338571e-10	-9.02794558e-10
1208.164	1.053	-1.187	5.68215396e-09	7.0462918e-10	-6.99109816e-10
1210.139	0.990	-0.923	6.65461505e-09	8.26091679e-10	-8.18787464e-10
1212.350	1.284	-1.221	5.08075822e-09	6.31668834e-10	-6.25190278e-10
1214.661	0.893	-1.026	6.60891709e-09	8.25885966e-10	-8.16204222e-10
1216.502	0.785	-0.948	7.29777895e-09	9.16175928e-10	-9.04561364e-10
1218.416	0.837	-1.129	6.50892373e-09	8.09705616e-10	-7.98366539e-10
1220.129	0.755	-0.876	7.87426056e-09	9.80471466e-10	-9.65922785e-10
1221.650	0.627	-0.766	9.10438821e-09	1.149336977e-09	-1.13272475e-09
1223.057	0.740	-0.779	8.42830622e-09	1.052990712e-09	-1.037525746e-09
1224.532	0.796	-0.736	8.38642578e-09	1.044093324e-09	-1.028734222e-09
1226.148	0.750	-0.819	8.13456971e-09	1.019618289e-09	-1.004891564e-09
1227.647	0.731	-0.749	8.59579189e-09	1.081076351e-09	-1.065627024e-09
1229.232	0.884	-0.854	7.29325166e-09	9.17178829e-10	-9.04142319e-10
1230.730	0.638	-0.614	1.01629841e-08	1.263674508e-09	-1.246509302e-09
1232.081	0.766	-0.713	8.55512648e-09	1.068859485e-09	-1.056544374e-09
1233.699	0.963	-0.852	7.01452859e-09	8.6851788e-10	-8.60074023e-10
1235.753	1.134	-1.092	5.62823149e-09	7.08137529e-10	-7.02384382e-10
