 ! Swift/XRT lightcurve of trigger: 554620, name: GRB 130427A
 ! Data covers 0.3-10 keV
 ! The data are in 5 columns:  ! time, time error (+ve), time error (-ve), source flux, source error
 ! For a detailed description of light curve production, see Evans et al. 2007 (A&A, 469, 379 )
 ! For a detailed description of the file, see
 ! http://www.swift.ac.uk/xrt_curves/docs.php
 ! This lightcurve was obtained from http://www.swift.ac.uk/xrt_curves/00554620
 ! BINMODE: GRB-like (counts)

READ TERR 1 2
! WTSLEW data
!Time    	T_+ve   	T_-ve   	Flux    	Fluxpos 	Fluxneg
1237.958	1.043	-1.071	5.94591572e-09	7.45893684e-10	-7.3940791e-10
1240.124	1.010	-1.123	5.89561027e-09	7.40074773e-10	-7.3317637e-10
1241.984	0.869	-0.850	7.36989078e-09	9.19405582e-10	-9.10076317e-10
1243.620	0.786	-0.767	8.18118596e-09	1.01783023e-09	-1.006744986e-09
1245.130	0.947	-0.724	7.60609983e-09	9.47323202e-10	-9.36052696e-10
1247.040	0.899	-0.964	6.82152729e-09	8.53719777e-10	-8.39745328e-10
1248.715	0.749	-0.776	8.33395894e-09	1.055746785e-09	-1.025624467e-09
1250.498	0.783	-1.034	7.09742331e-09	9.11570443e-10	-8.7326171e-10
1251.992	1.048	-0.712	7.52875094e-09	9.71769766e-10	-9.26299574e-10
1253.751	0.790	-0.711	8.79394203e-09	1.145069535e-09	-1.085770457e-09
1255.403	0.911	-0.861	7.42803177e-09	9.72177583e-10	-9.20378007e-10
1257.195	0.950	-0.881	7.2129875e-09	9.34718569e-10	-8.90587316e-10
1259.000	0.847	-0.855	7.70599695e-09	9.97883287e-10	-9.58286943e-10
1260.742	1.032	-0.894	6.8080577e-09	8.72925271e-10	-8.43695579e-10
1262.825	0.847	-1.051	6.735998e-09	8.57460706e-10	-8.34893228e-10
1264.507	1.001	-0.835	7.03150693e-09	8.8142206e-10	-8.62476815e-10
1266.527	0.815	-1.019	6.9936405e-09	8.77698374e-10	-8.64103672e-10
1268.284	0.840	-0.941	7.22618842e-09	9.00861337e-10	-8.89778098e-10
1269.997	0.925	-0.874	7.20045625e-09	8.90848768e-10	-8.80298458e-10
1271.809	0.944	-0.887	7.03083726e-09	8.77225194e-10	-8.65718499e-10
1273.744	0.971	-0.991	6.54013757e-09	8.23672446e-10	-8.07944023e-10
1275.577	1.013	-0.862	6.91008012e-09	8.64405625e-10	-8.44575373e-10
1277.515	1.004	-0.925	6.6334623e-09	8.37532209e-10	-8.22409296e-10
1279.281	0.697	-0.762	8.79727835e-09	1.102620076e-09	-1.087026389e-09
1280.873	0.829	-0.895	7.49230405e-09	9.30644008e-10	-9.19308139e-10
1282.924	1.098	-1.222	5.49387644e-09	6.86515609e-10	-6.78737412e-10
1285.252	1.097	-1.230	5.38004457e-09	6.81048375e-10	-6.74067366e-10
1287.227	0.890	-0.878	7.17131157e-09	8.9445456e-10	-8.85678274e-10
1289.418	1.192	-1.301	5.07173973e-09	6.34218392e-10	-6.28521385e-10
1291.513	0.967	-0.903	6.80403567e-09	8.44475925e-10	-8.37202587e-10
1293.507	0.929	-1.028	6.49698997e-09	8.06071353e-10	-7.99395505e-10
1295.543	1.015	-1.106	5.97352457e-09	7.43484075e-10	-7.37572533e-10
1297.505	1.115	-0.947	6.00584116e-09	7.6604634e-10	-7.60341313e-10
1299.500	0.934	-0.880	7.0478958e-09	8.67894325e-10	-8.61064894e-10
1301.450	0.900	-1.016	6.56902962e-09	8.23013202e-10	-8.16859055e-10
1303.483	1.349	-1.133	5.12476797e-09	6.35337182e-10	-6.3052438e-10
1305.687	0.988	-0.855	6.96422715e-09	8.57632334e-10	-8.50844206e-10
1307.472	0.687	-0.797	8.56869231e-09	1.067215786e-09	-1.058068174e-09
1309.279	0.964	-1.119	6.06372952e-09	7.61292485e-10	-7.54177141e-10
1311.377	0.919	-1.135	6.15299212e-09	7.73697821e-10	-7.65472509e-10
1313.209	0.926	-0.914	6.91137936e-09	8.65017551e-10	-8.53974412e-10
1315.371	1.221	-1.236	5.16160383e-09	6.51598133e-10	-6.39933444e-10
1317.671	1.006	-1.079	5.77132032e-09	7.67736956e-10	-7.58423731e-10
1319.402	1.010	-0.724	7.35976954e-09	9.17062138e-10	-9.06170176e-10
1321.379	1.018	-0.967	6.38881621e-09	7.99382272e-10	-7.91801367e-10
1323.281	0.698	-0.883	8.09756142e-09	1.001631434e-09	-9.92822667e-10
1324.880	0.827	-0.901	7.39225054e-09	9.2109299e-10	-9.09767146e-10
1326.712	0.882	-1.005	6.75398285e-09	8.44894168e-10	-8.34191077e-10
1328.752	1.050	-1.157	5.73729146e-09	7.22338543e-10	-7.13632833e-10
1330.918	1.227	-1.116	5.4062419e-09	6.80916847e-10	-6.72476198e-10
1333.240	1.101	-1.095	5.82556359e-09	7.27523072e-10	-7.17099478e-10
1335.005	0.590	-0.665	1.019697687e-08	1.275525662e-09	-1.255384234e-09
1336.535	0.899	-0.940	7.02162629e-09	8.80512592e-10	-8.6439961e-10
1338.321	0.756	-0.887	7.8379059e-09	9.93493139e-10	-9.71589717e-10
1340.309	1.153	-1.232	5.39480538e-09	6.87317609e-10	-6.68643841e-10
1342.594	1.048	-1.131	5.77283209e-09	7.59167987e-10	-7.3355331e-10
1344.440	0.908	-0.799	7.51952794e-09	9.76789885e-10	-9.3507185e-10
1346.234	0.672	-0.886	8.23618712e-09	1.079605884e-09	-1.024147584e-09
1347.902	0.806	-0.996	7.20513592e-09	9.36240364e-10	-8.89608074e-10
1349.811	1.048	-1.103	6.05644335e-09	7.75868434e-10	-7.45200355e-10
1351.962	0.957	-1.102	6.30841571e-09	8.01689225e-10	-7.79100093e-10
1354.401	1.093	-1.483	5.04066223e-09	6.33904008e-10	-6.22742574e-10
1356.327	0.846	-0.832	7.76476751e-09	9.68644372e-10	-9.56126355e-10
1358.278	1.000	-1.106	6.08846721e-09	7.61312134e-10	-7.5230006e-10
1360.049	0.933	-0.770	7.47910714e-09	9.37917346e-10	-9.27294856e-10
1361.652	0.985	-0.671	7.73740327e-09	9.6325012e-10	-9.5248728e-10
1363.937	1.222	-1.299	5.05117244e-09	6.32869027e-10	-6.2615749e-10
1366.342	1.171	-1.183	5.42740668e-09	6.77074465e-10	-6.70321224e-10
1368.797	1.021	-1.285	5.47816125e-09	6.89838295e-10	-6.83734273e-10
1371.185	1.456	-1.367	4.45718317e-09	5.6265513e-10	-5.58238516e-10
1373.789	1.007	-1.147	5.93587067e-09	7.36463367e-10	-7.30336087e-10
1375.962	1.243	-1.166	5.29198497e-09	6.59955775e-10	-6.53470803e-10
1378.205	0.996	-1.000	6.38365534e-09	7.9763712e-10	-7.88376827e-10
1380.064	1.048	-0.863	6.65297095e-09	8.32546175e-10	-8.21739225e-10
1381.948	0.809	-0.836	7.77421507e-09	9.66441679e-10	-9.53503414e-10
1383.743	0.926	-0.985	6.61036871e-09	8.33171334e-10	-8.22307041e-10
1385.684	1.032	-1.016	6.26760995e-09	7.7649239e-10	-7.66025087e-10
1387.674	0.889	-0.958	6.88377452e-09	8.6156053e-10	-8.50258345e-10
1389.708	0.883	-1.145	6.3206021e-09	7.88326702e-10	-7.77943208e-10
1391.653	0.999	-1.062	6.22048042e-09	7.79143802e-10	-7.68384571e-10
1393.812	1.124	-1.161	5.64597574e-09	7.03195204e-10	-6.92600383e-10
1395.840	0.709	-0.904	7.99280819e-09	9.96874772e-10	-9.80576127e-10
1397.416	0.857	-0.867	7.45749324e-09	9.35424329e-10	-9.18046593e-10
1399.215	1.092	-0.942	6.32415496e-09	7.95596431e-10	-7.78441651e-10
1401.343	1.228	-1.036	5.67769083e-09	7.24182341e-10	-7.06250022e-10
1403.451	0.862	-0.879	7.47805251e-09	9.44670988e-10	-9.17045697e-10
1405.337	1.108	-1.024	6.09148273e-09	7.71825151e-10	-7.49649049e-10
1407.336	0.850	-0.892	7.38273481e-09	9.3498764e-10	-9.18541026e-10
1409.225	1.018	-1.039	6.2926925e-09	7.87772921e-10	-7.77267523e-10
1411.206	1.125	-0.962	6.19354525e-09	7.78338995e-10	-7.67761016e-10
1413.410	0.838	-1.080	6.78779116e-09	8.52712064e-10	-8.35549264e-10
1415.391	1.011	-1.143	6.04226399e-09	7.67297861e-10	-7.43555854e-10
1417.499	1.097	-1.097	5.83975498e-09	7.61190631e-10	-7.31409965e-10
1419.678	0.878	-1.082	6.59758884e-09	8.60872414e-10	-8.17484615e-10
1421.609	1.024	-1.053	6.25848319e-09	8.14149498e-10	-7.72723792e-10
1423.557	0.979	-0.924	6.88153694e-09	8.79941969e-10	-8.4373207e-10
1425.623	1.114	-1.087	5.93359299e-09	7.53561606e-10	-7.30182504e-10
1427.681	1.136	-0.944	6.27872567e-09	7.91010194e-10	-7.72814017e-10
1429.895	1.105	-1.078	5.98200572e-09	7.48909605e-10	-7.3647259e-10
1432.002	0.985	-1.002	6.52588202e-09	8.2172519e-10	-8.06189247e-10
1433.797	0.875	-0.810	7.6707691e-09	9.66705537e-10	-9.44143272e-10
1435.594	1.098	-0.921	6.42067165e-09	8.0672779e-10	-7.87491419e-10
1437.943	1.104	-1.252	5.46909865e-09	6.8626739e-10	-6.75739937e-10
1440.265	0.972	-1.218	5.84461109e-09	7.35339364e-10	-7.27188237e-10
1442.796	0.941	-1.559	5.15371215e-09	6.37328949e-10	-6.31896201e-10
1445.178	1.443	-1.441	4.43370863e-09	5.49037972e-10	-5.43634898e-10
1447.637	0.925	-1.016	6.50373479e-09	8.16043421e-10	-8.08783717e-10
1449.603	0.983	-1.041	6.31544123e-09	7.80676825e-10	-7.74298519e-10
1451.742	1.278	-1.156	5.23693168e-09	6.51459788e-10	-6.44431862e-10
1454.041	1.015	-1.020	6.3045621e-09	7.86867062e-10	-7.73356169e-10
1456.238	0.983	-1.183	5.82249594e-09	7.42818816e-10	-7.29599049e-10
1458.227	0.816	-1.006	7.05461255e-09	8.77831907e-10	-8.65322311e-10
1460.041	1.132	-0.998	6.03503396e-09	7.49504288e-10	-7.40131314e-10
1462.257	1.109	-1.085	5.85878644e-09	7.27719161e-10	-7.18525033e-10
1464.144	1.005	-0.778	7.19143375e-09	9.03046386e-10	-8.9139894e-10
1466.195	1.009	-1.046	6.31683671e-09	7.92820308e-10	-7.80358832e-10
1468.291	0.953	-1.087	6.34046764e-09	8.08151741e-10	-7.85842507e-10
1470.287	1.153	-1.042	5.969286e-09	7.61027023e-10	-7.29313537e-10
1472.491	0.895	-1.052	6.69037222e-09	8.6263922e-10	-8.23154755e-10
1474.513	1.321	-1.127	5.28957897e-09	6.88828577e-10	-6.55417658e-10
1476.647	1.073	-0.812	6.96703816e-09	9.0045753e-10	-8.51159392e-10
1478.861	0.923	-1.141	6.28578327e-09	8.17733636e-10	-7.78857889e-10
1480.731	0.811	-0.947	7.33251357e-09	9.50894508e-10	-9.15115684e-10
1482.501	1.141	-0.960	6.1144079e-09	7.86531826e-10	-7.65984185e-10
1484.803	1.124	-1.161	5.62163103e-09	7.1235244e-10	-7.02027091e-10
1487.094	1.116	-1.167	5.61081205e-09	6.96106727e-10	-6.88273994e-10
1489.328	1.268	-1.118	5.35096004e-09	6.65033638e-10	-6.58519794e-10
1491.565	0.872	-0.970	6.95518861e-09	8.60397229e-10	-8.52806299e-10
1493.364	1.047	-0.927	6.42322201e-09	8.02298745e-10	-7.9591683e-10
1495.543	1.005	-1.131	5.99661415e-09	7.41114566e-10	-7.35204628e-10
1497.734	1.419	-1.186	4.93567241e-09	6.10733426e-10	-6.05159125e-10
1500.102	1.089	-0.948	6.27066557e-09	7.82403531e-10	-7.74345436e-10
1502.457	1.173	-1.266	5.25370952e-09	6.54147691e-10	-6.46538716e-10
1505.106	1.221	-1.476	4.73611476e-09	5.92694842e-10	-5.84981206e-10
1507.511	1.253	-1.184	5.20477148e-09	6.59106858e-10	-6.49840951e-10
1509.681	0.885	-0.917	7.1384817e-09	8.93070709e-10	-8.78833204e-10
1511.669	0.908	-1.103	6.33812179e-09	8.0583757e-10	-7.88479884e-10
1513.425	0.864	-0.848	7.56495322e-09	9.52826927e-10	-9.24442944e-10
1515.302	1.093	-1.014	6.1074706e-09	7.82749594e-10	-7.51474802e-10
1517.768	1.487	-1.374	4.43857276e-09	5.8116529e-10	-5.55895072e-10
1520.235	0.912	-0.979	6.86377665e-09	8.63062275e-10	-8.41818498e-10
1522.227	1.197	-1.080	5.66376009e-09	7.13328875e-10	-6.99678835e-10
1524.879	1.166	-1.455	4.95321215e-09	6.16119658e-10	-6.07702668e-10
1527.044	1.155	-1.000	5.96731308e-09	7.46575384e-10	-7.39553072e-10
1529.092	1.075	-0.893	6.49790826e-09	8.09791029e-10	-8.02353281e-10
1531.556	0.926	-1.389	5.55617981e-09	6.88483717e-10	-6.81292584e-10
1533.722	1.238	-1.240	5.09015365e-09	6.42911671e-10	-6.37516617e-10
1536.334	1.101	-1.374	5.13056242e-09	6.43407307e-10	-6.38005436e-10
1538.237	0.866	-0.803	7.63499589e-09	9.55471522e-10	-9.46139851e-10
1540.067	0.826	-0.964	5.5471132e-09	6.93800175e-10	-6.80648979e-10
1541.531	0.652	-0.638	6.00722461e-09	7.61729575e-10	-7.40378731e-10
1542.777	0.539	-0.594	6.86139471e-09	8.69748148e-10	-8.42711926e-10
1543.913	0.661	-0.597	6.21023086e-09	7.92393644e-10	-7.6594609e-10
1545.201	0.707	-0.627	5.89420677e-09	7.49722432e-10	-7.21755088e-10
1546.471	0.537	-0.562	7.07162297e-09	9.09335269e-10	-8.68885196e-10
1547.797	0.709	-0.789	5.17247093e-09	6.73733734e-10	-6.37677418e-10
1549.335	0.740	-0.829	4.95485224e-09	6.50893175e-10	-6.08244419e-10
1550.745	0.579	-0.670	6.34410471e-09	8.42485762e-10	-7.75511143e-10
1552.018	0.632	-0.694	6.0411051e-09	8.17431282e-10	-7.41068451e-10
1553.281	0.509	-0.631	7.02118519e-09	9.65793663e-10	-8.61130257e-10
1554.451	0.691	-0.661	5.90166537e-09	8.14021178e-10	-7.26614005e-10
1555.729	0.615	-0.587	6.65766666e-09	8.94965434e-10	-8.16905571e-10
1556.960	0.657	-0.615	6.29452106e-09	8.2447605e-10	-7.73111158e-10
1558.386	0.676	-0.769	5.52355846e-09	7.08670057e-10	-6.8213709e-10
1559.649	0.699	-0.588	6.22490345e-09	7.84651136e-10	-7.66600121e-10
1560.918	0.528	-0.570	7.26171702e-09	9.15966606e-10	-8.96817252e-10
1562.013	0.718	-0.568	5.96744541e-09	7.54405711e-10	-7.39254728e-10
1563.302	0.595	-0.570	6.63248386e-09	8.31066084e-10	-8.14811549e-10
1564.559	0.651	-0.662	5.88645945e-09	7.36482615e-10	-7.2273433e-10
1565.665	0.523	-0.455	7.87144955e-09	9.87957735e-10	-9.69976093e-10
1566.750	0.547	-0.561	6.94911346e-09	8.72285676e-10	-8.56349535e-10
1567.951	0.666	-0.654	5.87487456e-09	7.3212575e-10	-7.18494557e-10
1569.225	0.525	-0.608	6.79643271e-09	8.53321183e-10	-8.37602785e-10
1570.447	0.613	-0.697	5.80124294e-09	7.39340141e-10	-7.26076264e-10
1571.666	0.682	-0.606	5.87303798e-09	7.51362923e-10	-7.37942656e-10
1573.189	0.669	-0.841	5.12131937e-09	6.38495057e-10	-6.26431774e-10
1574.437	0.592	-0.578	6.58536235e-09	8.2410713e-10	-8.08610084e-10
1575.700	0.496	-0.671	6.60552062e-09	8.26211578e-10	-8.1093829e-10
1576.877	0.664	-0.681	5.71205653e-09	7.1637447e-10	-7.03708484e-10
1578.188	0.681	-0.647	5.80855718e-09	7.25003589e-10	-7.12658804e-10
1579.643	0.558	-0.774	5.74566835e-09	7.21622357e-10	-7.10195862e-10
1580.764	0.506	-0.563	7.21000406e-09	8.99871268e-10	-8.84386252e-10
1581.850	0.550	-0.580	6.94950644e-09	8.61112613e-10	-8.4310651e-10
1582.919	0.534	-0.519	7.41929799e-09	9.32829057e-10	-9.10520625e-10
1584.043	0.598	-0.590	6.62802875e-09	8.37180933e-10	-8.13753711e-10
1585.167	0.458	-0.526	7.97887344e-09	1.016115153e-09	-9.83821821e-10
1586.260	0.511	-0.634	6.85136971e-09	8.77101686e-10	-8.45194517e-10
1587.521	1.040	-0.750	4.35585047e-09	5.68048179e-10	-5.41280627e-10
1589.289	0.706	-0.728	5.51200164e-09	7.24576524e-10	-6.73979547e-10
1590.613	0.645	-0.618	6.23588283e-09	8.38079975e-10	-7.6505186e-10
1591.949	0.745	-0.691	5.46758688e-09	7.51428286e-10	-6.73181156e-10
1593.330	0.529	-0.636	6.73530427e-09	9.22441152e-10	-8.22945834e-10
1594.483	0.794	-0.624	5.48723989e-09	7.36053545e-10	-6.70711397e-10
1595.980	0.601	-0.703	5.96651108e-09	7.81398224e-10	-7.2992426e-10
1597.182	0.474	-0.601	7.16634318e-09	9.32543545e-10	-8.876536e-10
1598.205	0.581	-0.549	6.88713089e-09	8.75869012e-10	-8.44230914e-10
1599.323	0.557	-0.538	7.08676874e-09	8.94588093e-10	-8.72912439e-10
1600.375	0.578	-0.495	7.15354326e-09	9.0913517e-10	-8.90331077e-10
1601.541	0.696	-0.589	6.12693514e-09	7.61142912e-10	-7.46696085e-10
1602.825	0.621	-0.587	6.39672393e-09	8.01091735e-10	-7.87674676e-10
1604.012	0.522	-0.566	7.11251294e-09	8.93778474e-10	-8.72832239e-10
1605.225	0.523	-0.691	6.34915731e-09	8.06750647e-10	-7.82684632e-10
1606.312	0.638	-0.564	6.42749266e-09	8.1433075e-10	-7.89377322e-10
1607.559	0.585	-0.609	6.4753881e-09	8.20158082e-10	-7.95234729e-10
1608.729	0.671	-0.585	6.1122024e-09	7.79544e-10	-7.56375824e-10
1609.904	0.473	-0.504	7.91438863e-09	1.001879653e-09	-9.71902898e-10
1610.965	0.558	-0.588	6.72371537e-09	8.54046993e-10	-8.28827702e-10
1612.093	0.586	-0.571	6.66174483e-09	8.46000527e-10	-8.21171409e-10
1613.212	0.580	-0.533	6.96483266e-09	8.77987094e-10	-8.51991066e-10
1614.455	0.592	-0.663	6.29885587e-09	7.94025714e-10	-7.70611725e-10
1615.740	0.639	-0.694	6.06229394e-09	7.6889344e-10	-7.41970701e-10
1616.961	0.553	-0.582	7.11706028e-09	9.23830216e-10	-8.70624333e-10
1618.270	0.629	-0.755	5.77640099e-09	7.84344371e-10	-7.14083156e-10
1619.572	0.541	-0.674	6.60259332e-09	9.04738606e-10	-8.1298339e-10
1620.784	0.565	-0.670	6.54290848e-09	8.76345801e-10	-7.9977846e-10
1621.929	0.779	-0.580	5.90251549e-09	7.96595723e-10	-7.2700899e-10
1623.286	0.521	-0.578	7.29704111e-09	9.8624747e-10	-8.98738042e-10
1624.505	0.640	-0.698	5.99682267e-09	8.11344102e-10	-7.38578241e-10
1625.746	0.568	-0.601	6.76760482e-09	9.09980879e-10	-8.33646118e-10
1626.887	0.626	-0.573	6.59002197e-09	8.73594941e-10	-8.08971385e-10
1628.219	0.653	-0.706	5.79384048e-09	7.60996948e-10	-7.14360247e-10
1629.524	0.642	-0.652	6.02580695e-09	7.90883879e-10	-7.52055049e-10
1630.764	0.549	-0.598	6.88631686e-09	8.83590267e-10	-8.46938867e-10
1631.881	0.502	-0.568	7.47583899e-09	9.49586847e-10	-9.16627053e-10
1632.935	0.652	-0.553	6.49333686e-09	8.31566933e-10	-8.08782514e-10
1634.459	0.544	-0.872	5.57999119e-09	7.02918514e-10	-6.87349288e-10
1635.518	0.613	-0.515	7.00407452e-09	8.80441615e-10	-8.61814764e-10
1636.926	0.817	-0.795	4.78899062e-09	6.04180685e-10	-5.92720506e-10
1638.325	0.552	-0.582	6.81117748e-09	8.56446176e-10	-8.42095589e-10
1639.463	0.559	-0.586	6.80699104e-09	8.4665536e-10	-8.31788686e-10
1640.686	0.638	-0.664	5.94776433e-09	7.47848158e-10	-7.32522339e-10
1642.099	0.786	-0.774	4.96429579e-09	6.25339049e-10	-6.11482093e-10
1643.612	0.744	-0.727	5.28259756e-09	6.64357151e-10	-6.48311938e-10
1645.000	0.614	-0.644	6.158157e-09	7.7881819e-10	-7.58791849e-10
1646.216	0.580	-0.602	6.60201989e-09	8.30554809e-10	-8.0744558e-10
1647.395	0.651	-0.599	6.28331712e-09	7.94913929e-10	-7.71555278e-10
1648.683	0.722	-0.637	5.7420393e-09	7.33358023e-10	-7.10673854e-10
1650.060	0.738	-0.655	5.60262363e-09	7.17643635e-10	-6.93642983e-10
1651.498	0.642	-0.699	5.818109e-09	7.50086139e-10	-7.2050878e-10
1652.588	0.645	-0.449	7.18265185e-09	9.2882026e-10	-8.82276992e-10
1654.093	0.653	-0.859	5.17883881e-09	6.82559744e-10	-6.38176262e-10
1655.400	0.606	-0.654	6.26035987e-09	8.26554433e-10	-7.65387898e-10
1656.658	0.599	-0.652	6.24025373e-09	8.30139373e-10	-7.71782645e-10
1657.887	0.647	-0.631	6.1792095e-09	8.11533775e-10	-7.55583448e-10
1659.285	0.903	-0.751	4.75538281e-09	6.24715895e-10	-5.83757354e-10
1660.959	0.602	-0.771	5.72875016e-09	7.71028364e-10	-7.02815056e-10
1662.360	0.705	-0.798	5.1978021e-09	7.10673052e-10	-6.42527112e-10
1663.597	0.661	-0.531	6.60077679e-09	8.61411759e-10	-8.10886561e-10
1664.911	0.611	-0.654	6.19885048e-09	7.86567916e-10	-7.66106089e-10
1666.224	0.645	-0.702	5.84214895e-09	7.33829198e-10	-7.18555108e-10
1667.648	0.614	-0.779	5.57831501e-09	7.06365911e-10	-6.93068751e-10
1668.919	0.642	-0.657	5.96072866e-09	7.47488461e-10	-7.3432323e-10
1670.181	0.568	-0.621	6.49150429e-09	8.15498061e-10	-8.02419446e-10
1671.694	0.764	-0.944	4.51693618e-09	5.67285076e-10	-5.58315107e-10
1672.995	0.611	-0.538	6.71261569e-09	8.4295413e-10	-8.29697872e-10
1674.281	0.669	-0.675	5.74339869e-09	7.2117444e-10	-7.09889899e-10
1675.587	0.784	-0.638	5.42711395e-09	6.81922555e-10	-6.70797211e-10
1677.022	0.598	-0.651	6.13439374e-09	7.79917331e-10	-7.64283544e-10
1678.317	0.696	-0.697	5.60909577e-09	7.03302271e-10	-6.85799022e-10
1679.648	0.715	-0.635	5.84929477e-09	7.42450698e-10	-7.20986371e-10
1681.056	0.599	-0.692	6.15733094e-09	7.80469508e-10	-7.53661054e-10
1682.314	0.766	-0.659	3.748259681e-09	5.75855649e-10	-5.59531741e-10
1683.812	0.750	-0.732	5.32960278e-09	6.96115148e-10	-6.56973538e-10
1685.425	0.897	-0.863	4.47360412e-09	5.92709679e-10	-5.53354737e-10
1687.281	0.919	-0.960	4.2186403e-09	5.51056205e-10	-5.17973304e-10
1688.978	0.981	-0.777	4.49615636e-09	5.84890179e-10	-5.54331172e-10
1690.684	0.642	-0.726	5.83542418e-09	7.60364972e-10	-7.13737494e-10
1692.172	0.811	-0.845	4.80354291e-09	6.49200554e-10	-5.89266693e-10
1693.640	0.695	-0.657	5.88444242e-09	8.03214228e-10	-7.21797594e-10
1695.148	0.639	-0.813	5.46174431e-09	7.20287829e-10	-6.73278599e-10
1696.420	0.681	-0.633	6.05163536e-09	7.83593699e-10	-7.43780815e-10
1697.791	0.594	-0.689	6.13868845e-09	7.93673235e-10	-7.63880539e-10
1699.097	0.617	-0.712	5.98673752e-09	7.57887594e-10	-7.37270981e-10
1700.368	0.725	-0.654	5.62625055e-09	7.18751598e-10	-7.03509588e-10
1701.757	0.609	-0.665	6.14754654e-09	7.69201408e-10	-7.53159403e-10
1703.072	0.683	-0.706	5.61651828e-09	7.03735351e-10	-6.89987066e-10
1704.428	0.815	-0.673	5.24705292e-09	6.56018356e-10	-6.44072165e-10
1705.875	0.571	-0.632	6.46667838e-09	8.09802257e-10	-7.96371965e-10
1707.140	0.649	-0.694	5.80993261e-09	7.24679581e-10	-7.1263314e-10
1708.468	0.561	-0.679	6.27181644e-09	7.87907256e-10	-7.72386952e-10
1709.654	0.549	-0.625	6.64633841e-09	8.35176334e-10	-8.15622371e-10
1710.871	0.645	-0.668	5.97952353e-09	7.54073282e-10	-7.3402248e-10
1712.135	0.593	-0.619	6.49300002e-09	8.24876248e-10	-8.00401614e-10
1713.311	0.713	-0.584	6.08697549e-09	7.73207398e-10	-7.47769963e-10
1714.863	0.789	-0.839	4.84908849e-09	6.19820086e-10	-5.95936526e-10
1716.397	0.705	-0.745	5.44412437e-09	7.03259765e-10	-6.6875973e-10
1717.869	0.676	-0.766	5.4333896e-09	7.15352321e-10	-6.72219157e-10
1719.284	0.926	-0.739	4.69154361e-09	6.27826853e-10	-5.82434856e-10
1721.087	0.701	-0.877	5.00536621e-09	6.76711159e-10	-6.16408378e-10
1722.550	0.664	-0.761	5.63177232e-09	7.77689776e-10	-6.98760144e-10
1723.845	0.584	-0.631	6.6736024e-09	9.22944407e-10	-8.18469872e-10
1725.128	0.639	-0.699	6.06124332e-09	8.28369359e-10	-7.43470441e-10
1726.357	0.739	-0.590	6.08092841e-09	8.22582929e-10	-7.48940081e-10
1727.937	0.671	-0.842	5.3624527e-09	7.11623422e-10	-6.58251926e-10
1729.287	0.549	-0.679	6.58316487e-09	8.65619051e-10	-8.11635228e-10
1730.734	0.689	-0.898	5.1099029e-09	6.61404187e-10	-6.28051814e-10
1732.128	0.959	-0.706	4.72463012e-09	6.08473791e-10	-5.85690575e-10
1733.921	0.791	-0.833	4.74320444e-09	5.99097208e-10	-5.84247777e-10
1735.402	0.702	-0.690	5.49986337e-09	6.96929579e-10	-6.82184408e-10
1736.751	0.687	-0.647	5.86057089e-09	7.3036536e-10	-7.15212372e-10
1738.168	0.627	-0.730	5.67566979e-09	7.10683478e-10	-6.97066721e-10
1739.382	0.598	-0.587	6.50232327e-09	8.12721938e-10	-7.98081027e-10
1740.845	0.525	-0.865	5.54493176e-09	6.91679286e-10	-6.80223919e-10
1741.988	0.617	-0.618	6.21855161e-09	7.7829689e-10	-7.65668598e-10
1743.208	0.579	-0.604	6.62573503e-09	8.31726932e-10	-8.15977256e-10
1744.615	0.724	-0.827	5.04567473e-09	6.33554737e-10	-6.19155228e-10
1746.052	0.630	-0.714	5.84754641e-09	7.34862174e-10	-7.15099691e-10
1747.211	0.713	-0.529	6.30349544e-09	7.9804614e-10	-7.74090801e-10
1748.730	0.765	-0.806	4.9999086e-09	6.34204357e-10	-6.12038681e-10
1750.154	0.586	-0.659	6.28542638e-09	8.07765979e-10	-7.72310361e-10
1751.620	0.595	-0.880	5.25282331e-09	6.96225423e-10	-6.52306299e-10
1752.915	0.635	-0.700	5.82697912e-09	7.86185362e-10	-7.20420961e-10
1754.356	0.835	-0.807	4.83170915e-09	6.61130705e-10	-5.90351799e-10
1755.906	0.817	-0.715	5.18610092e-09	7.03842819e-10	-6.38721221e-10
1757.663	0.802	-0.940	4.53975308e-09	5.9422987e-10	-5.57604936e-10
1759.262	0.797	-0.797	4.96035797e-09	6.3228076e-10	-6.10424656e-10
1760.575	0.586	-0.516	7.17995713e-09	9.04027633e-10	-8.84291215e-10
1761.899	0.702	-0.739	5.43043824e-09	6.89847919e-10	-6.75714273e-10
1763.308	0.628	-0.707	5.94625657e-09	7.42824029e-10	-7.27933295e-10
1764.660	0.730	-0.724	5.45725311e-09	6.77988745e-10	-6.65095392e-10
1765.950	0.625	-0.560	6.59641792e-09	8.20853817e-10	-8.06376514e-10
1767.320	0.682	-0.745	5.45918192e-09	6.80649781e-10	-6.69642732e-10
1768.582	0.707	-0.581	5.9850052e-09	7.55581042e-10	-7.42643579e-10
1769.963	0.712	-0.674	5.56237927e-09	7.05228274e-10	-6.90392076e-10
1771.331	0.775	-0.655	5.42689741e-09	6.89107673e-10	-6.68948601e-10
1772.854	0.819	-0.748	4.95250639e-09	6.40436298e-10	-6.10706559e-10
