   1.20444      0.111633      0.230985E-02  0.178438E-03   0.00000      0.207531E-01   2.20868       0.00000    
   1.21335      0.110015      0.227789E-02  0.176730E-03   0.00000      0.207675E-01   2.21820       0.00000    
   1.22233      0.108420      0.224639E-02  0.175049E-03   0.00000      0.207821E-01   2.22786       0.00000    
   1.23137      0.106851      0.221542E-02  0.173399E-03   0.00000      0.207971E-01   2.23768       0.00000    
   1.24048      0.105302      0.218487E-02  0.171772E-03   0.00000      0.208126E-01   2.24764       0.00000    
   1.24966      0.103779      0.215483E-02  0.170173E-03   0.00000      0.208283E-01   2.25772       0.00000    
   1.25891      0.102275      0.212518E-02  0.168596E-03   0.00000      0.208443E-01   2.26795       0.00000    
   1.26822      0.100796      0.209603E-02  0.167047E-03   0.00000      0.208608E-01   2.27834       0.00000    
   1.27760      0.993374E-01  0.206732E-02  0.165526E-03   0.00000      0.208777E-01   2.28889       0.00000    
   1.28706      0.978989E-01  0.203901E-02  0.164029E-03   0.00000      0.208950E-01   2.29964       0.00000    
   1.29658      0.964842E-01  0.201117E-02  0.162564E-03   0.00000      0.209125E-01   2.31060       0.00000    
   1.30617      0.950897E-01  0.198370E-02  0.161123E-03   0.00000      0.209301E-01   2.32178       0.00000    
   1.31583      0.937150E-01  0.195662E-02  0.159704E-03   0.00000      0.209478E-01   2.33313       0.00000    
   1.32557      0.923610E-01  0.192992E-02  0.158306E-03   0.00000      0.209656E-01   2.34466       0.00000    
   1.33538      0.910264E-01  0.190364E-02  0.156932E-03   0.00000      0.209840E-01   2.35635       0.00000    
   1.34526      0.897062E-01  0.187771E-02  0.155579E-03   0.00000      0.210035E-01   2.36824       0.00000    
   1.35521      0.884088E-01  0.185219E-02  0.154253E-03   0.00000      0.210229E-01   2.38034       0.00000    
   1.36524      0.871298E-01  0.182700E-02  0.152947E-03   0.00000      0.210421E-01   2.39267       0.00000    
   1.37534      0.858721E-01  0.180224E-02  0.151667E-03   0.00000      0.210617E-01   2.40519       0.00000    
   1.38551      0.846330E-01  0.177784E-02  0.150411E-03   0.00000      0.210815E-01   2.41795       0.00000    
   1.39576      0.834108E-01  0.175377E-02  0.149177E-03   0.00000      0.211016E-01   2.43097       0.00000    
   1.40609      0.822063E-01  0.173005E-02  0.147965E-03   0.00000      0.211220E-01   2.44420       0.00000    
   1.41649      0.810217E-01  0.170671E-02  0.146776E-03   0.00000      0.211426E-01   2.45765       0.00000    
