   1.20444      0.768169E-01  0.308828E-02  0.148161E-05   0.00000      0.402032E-01  0.137438E-01   0.00000    
   1.21335      0.756949E-01  0.304347E-02  0.148027E-05   0.00000      0.402071E-01  0.139337E-01   0.00000    
   1.22233      0.745888E-01  0.299931E-02  0.147649E-05   0.00000      0.402112E-01  0.141027E-01   0.00000    
   1.23137      0.735006E-01  0.295586E-02  0.147163E-05   0.00000      0.402155E-01  0.142629E-01   0.00000    
   1.24048      0.724262E-01  0.291297E-02  0.146813E-05   0.00000      0.402199E-01  0.144385E-01   0.00000    
   1.24966      0.713697E-01  0.287079E-02  0.146464E-05   0.00000      0.402243E-01  0.146158E-01   0.00000    
   1.25891      0.703268E-01  0.282917E-02  0.145942E-05   0.00000      0.402289E-01  0.147780E-01   0.00000    
   1.26822      0.693005E-01  0.278821E-02  0.145444E-05   0.00000      0.402336E-01  0.149439E-01   0.00000    
   1.27760      0.682889E-01  0.274783E-02  0.145098E-05   0.00000      0.402384E-01  0.151274E-01   0.00000    
   1.28706      0.672910E-01  0.270801E-02  0.144803E-05   0.00000      0.402433E-01  0.153186E-01   0.00000    
   1.29658      0.663094E-01  0.266883E-02  0.144540E-05   0.00000      0.402482E-01  0.155152E-01   0.00000    
   1.30617      0.653415E-01  0.263020E-02  0.144491E-05   0.00000      0.402531E-01  0.157379E-01   0.00000    
   1.31583      0.643874E-01  0.259211E-02  0.144745E-05   0.00000      0.402581E-01  0.159971E-01   0.00000    
   1.32557      0.634472E-01  0.255458E-02  0.145157E-05   0.00000      0.402631E-01  0.162784E-01   0.00000    
   1.33538      0.625214E-01  0.251761E-02  0.145700E-05   0.00000      0.402680E-01  0.165792E-01   0.00000    
   1.34526      0.616083E-01  0.248114E-02  0.146679E-05   0.00000      0.402728E-01  0.169360E-01   0.00000    
   1.35521      0.607101E-01  0.244524E-02  0.148343E-05   0.00000      0.402773E-01  0.173795E-01   0.00000    
   1.36524      0.598229E-01  0.240977E-02  0.150566E-05   0.00000      0.402817E-01  0.178996E-01   0.00000    
   1.37534      0.589504E-01  0.237488E-02  0.153428E-05   0.00000      0.402861E-01  0.185079E-01   0.00000    
   1.38551      0.580905E-01  0.234047E-02  0.157256E-05   0.00000      0.402901E-01  0.192485E-01   0.00000    
   1.39576      0.572423E-01  0.230652E-02  0.162023E-05   0.00000      0.402939E-01  0.201239E-01   0.00000    
   1.40609      0.564066E-01  0.227305E-02  0.167283E-05   0.00000      0.402976E-01  0.210831E-01   0.00000    
   1.41649      0.555843E-01  0.224012E-02  0.172413E-05   0.00000      0.403013E-01  0.220491E-01   0.00000    
   1.42697      0.547728E-01  0.220764E-02  0.176874E-05   0.00000      0.403054E-01  0.229525E-01   0.00000    
   1.43753      0.539733E-01  0.217566E-02  0.180411E-05   0.00000      0.403099E-01  0.237555E-01   0.00000    
   1.44817      0.531863E-01  0.214420E-02  0.183055E-05   0.00000      0.403150E-01  0.244573E-01   0.00000    
   1.45888      0.524110E-01  0.211324E-02  0.184970E-05   0.00000      0.403206E-01  0.250752E-01   0.00000    
   1.46968      0.516460E-01  0.208270E-02  0.186450E-05   0.00000      0.403266E-01  0.256465E-01   0.00000    
   1.48055      0.508930E-01  0.205266E-02  0.187766E-05   0.00000      0.403328E-01  0.262055E-01   0.00000    
   1.49150      0.501507E-01  0.202304E-02  0.188942E-05   0.00000      0.403392E-01  0.267558E-01   0.00000    
   1.50254      0.494196E-01  0.199387E-02  0.189789E-05   0.00000      0.403458E-01  0.272688E-01   0.00000    
   1.51366      0.486991E-01  0.196513E-02  0.190175E-05   0.00000      0.403526E-01  0.277239E-01   0.00000    
   1.52486      0.479892E-01  0.193682E-02  0.190316E-05   0.00000      0.403596E-01  0.281500E-01   0.00000    
