#XLO XHI SOURCE
2.47 2.48 0.00138288
2.48 2.49 0.00138085
2.49 2.5 0.0013914
2.5 2.51 0.00140179
2.51 2.52 0.00141204
2.52 2.53 0.00142214
2.53 2.54 0.0014321
2.54 2.55 0.00144191
2.55 2.56 0.00145158
2.56 2.57 0.00146111
2.57 2.58 0.00147051
2.58 2.59 0.00147976
2.59 2.6 0.00148888
2.6 2.61 0.00149787
2.61 2.62 0.00150672
2.62 2.63 0.00151545
2.63 2.64 0.00152405
2.64 2.65 0.00153252
2.65 2.66 0.00154087
2.66 2.67 0.00154909
2.67 2.68 0.0015572
2.68 2.69 0.00156519
2.69 2.7 0.00157306
2.7 2.71 0.00158082
2.71 2.72 0.00158847
2.72 2.73 0.00159601
2.73 2.74 0.00160344
2.74 2.75 0.00161077
2.75 2.76 0.001618
2.76 2.77 0.00162513
2.77 2.78 0.00163215
2.78 2.79 0.00163909
2.79 2.8 0.00164593
2.8 2.81 0.00165267
2.81 2.82 0.00165933
2.82 2.83 0.0016657
2.83 2.84 0.00167218
2.84 2.85 0.00167858
2.85 2.86 0.00168489
2.86 2.87 0.00169113
2.87 2.88 0.00169729
2.88 2.89 0.00170337
2.89 2.9 0.00170938
2.9 2.91 0.00171532
2.91 2.92 0.00172119
2.92 2.93 0.001727
2.93 2.94 0.00173274
2.94 2.95 0.00173842
2.95 2.96 0.00174403
2.96 2.97 0.00174959
2.97 2.98 0.00175509
2.98 2.99 0.00176053
2.99 3 0.00176592
3 3.01 0.00177126
3.01 3.02 0.00177654
3.02 3.03 0.00178178
3.03 3.04 0.00178697
3.04 3.05 0.00179211
3.05 3.06 0.00179721
3.06 3.07 0.00180226
3.07 3.08 0.00180727
3.08 3.09 0.00181225
3.09 3.1 0.00181718
3.1 3.11 0.00182207
3.11 3.12 0.00182693
3.12 3.13 0.00183176
3.13 3.14 0.00183655
3.14 3.15 0.0018413
3.15 3.16 0.00184602
3.16 3.17 0.00185072
3.17 3.18 0.00185538
3.18 3.19 0.00186001
3.19 3.2 0.00186462
3.2 3.21 0.00186523
3.21 3.22 0.00184279
3.22 3.23 0.0018473
3.23 3.24 0.00185179
3.24 3.25 0.00185625
3.25 3.26 0.00186068
3.26 3.27 0.00186509
3.27 3.28 0.00186948
3.28 3.29 0.00187384
3.29 3.3 0.00187818
3.3 3.31 0.00188251
3.31 3.32 0.00188681
3.32 3.33 0.00189109
3.33 3.34 0.00189535
3.34 3.35 0.00189959
3.35 3.36 0.00190382
3.36 3.37 0.00190803
3.37 3.38 0.00191221
3.38 3.39 0.00191638
3.39 3.4 0.00192054
3.4 3.41 0.00192468
3.41 3.42 0.0019288
3.42 3.43 0.00193291
3.43 3.44 0.001937
3.44 3.45 0.00194107
3.45 3.46 0.00194513
3.46 3.47 0.00194918
3.47 3.48 0.00195321
3.48 3.49 0.00195722
3.49 3.5 0.00196122
3.5 3.51 0.00196521
3.51 3.52 0.00196918
3.52 3.53 0.00197314
3.53 3.54 0.00197709
3.54 3.55 0.00198102
3.55 3.56 0.00198493
3.56 3.57 0.00198884
3.57 3.58 0.00199272
3.58 3.59 0.0019966
3.59 3.6 0.00200046
3.6 3.61 0.00200431
3.61 3.62 0.00200814
3.62 3.63 0.00201196
3.63 3.64 0.00201576
3.64 3.65 0.00201955
3.65 3.66 0.00202333
3.66 3.67 0.00202709
3.67 3.68 0.00203083
3.68 3.69 0.00203456
3.69 3.7 0.00203828
3.7 3.71 0.00204198
3.71 3.72 0.00204567
3.72 3.73 0.00204934
3.73 3.74 0.00205299
3.74 3.75 0.00205663
3.75 3.76 0.00206026
3.76 3.77 0.00206387
3.77 3.78 0.00206746
3.78 3.79 0.00207103
3.79 3.8 0.00207459
3.8 3.81 0.00207813
3.81 3.82 0.00208166
3.82 3.83 0.00208516
3.83 3.84 0.00208865
3.84 3.85 0.00209213
3.85 3.86 0.00209558
3.86 3.87 0.00209902
3.87 3.88 0.00210243
3.88 3.89 0.00210583
3.89 3.9 0.00210921
3.9 3.91 0.00211257
3.91 3.92 0.00211592
3.92 3.93 0.00211924
3.93 3.94 0.00212254
3.94 3.95 0.00212583
3.95 3.96 0.00212909
3.96 3.97 0.00213233
3.97 3.98 0.00213556
3.98 3.99 0.00213876
3.99 4 0.00214194
4 4.01 0.0021451
4.01 4.02 0.00214823
4.02 4.03 0.00215135
4.03 4.04 0.00215091
4.04 4.05 0.00212877
4.05 4.06 0.00213203
4.06 4.07 0.00213527
4.07 4.08 0.00213847
4.08 4.09 0.00214166
4.09 4.1 0.00214482
4.1 4.11 0.00214796
4.11 4.12 0.00215107
4.12 4.13 0.00215415
4.13 4.14 0.00215722
4.14 4.15 0.00216025
4.15 4.16 0.00216326
4.16 4.17 0.00216625
4.17 4.18 0.00216921
4.18 4.19 0.00217214
4.19 4.2 0.00217505
4.2 4.21 0.00217793
4.21 4.22 0.00218079
4.22 4.23 0.00218362
4.23 4.24 0.00218642
4.24 4.25 0.0021892
4.25 4.26 0.00219195
4.26 4.27 0.00219467
4.27 4.28 0.00219737
4.28 4.29 0.00220004
4.29 4.3 0.00220268
4.3 4.31 0.00220529
4.31 4.32 0.00220788
4.32 4.33 0.00221044
4.33 4.34 0.00221297
4.34 4.35 0.00221548
4.35 4.36 0.00221795
4.36 4.37 0.0022204
4.37 4.38 0.00222283
4.38 4.39 0.00222522
4.39 4.4 0.00222759
4.4 4.41 0.00222993
4.41 4.42 0.00223223
4.42 4.43 0.00223452
4.43 4.44 0.00223677
4.44 4.45 0.002239
4.45 4.46 0.00224119
4.46 4.47 0.00224336
4.47 4.48 0.0022455
4.48 4.49 0.00224762
4.49 4.5 0.0022497
4.5 4.51 0.00225176
4.51 4.52 0.00225378
4.52 4.53 0.00225578
4.53 4.54 0.00225775
4.54 4.55 0.00225969
4.55 4.56 0.00226161
4.56 4.57 0.00226349
4.57 4.58 0.00226535
4.58 4.59 0.00226718
4.59 4.6 0.00226898
4.6 4.61 0.00227075
4.61 4.62 0.00227249
4.62 4.63 0.00227421
4.63 4.64 0.00227589
4.64 4.65 0.00227755
4.65 4.66 0.00227918
4.66 4.67 0.00228078
4.67 4.68 0.00228235
4.68 4.69 0.0022839
4.69 4.7 0.00228541
4.7 4.71 0.0022869
4.71 4.72 0.00228836
4.72 4.73 0.00228979
4.73 4.74 0.0022912
4.74 4.75 0.00229257
4.75 4.76 0.00229392
4.76 4.77 0.00229524
4.77 4.78 0.00229653
4.78 4.79 0.0022978
4.79 4.8 0.00229904
4.8 4.81 0.00230025
4.81 4.82 0.00230143
4.82 4.83 0.00230258
4.83 4.84 0.00230371
4.84 4.85 0.00230481
4.85 4.86 0.00230588
4.86 4.87 0.00230693
4.87 4.88 0.00230795
4.88 4.89 0.00230894
4.89 4.9 0.0023099
4.9 4.91 0.00231084
4.91 4.92 0.00231175
4.92 4.93 0.00231264
4.93 4.94 0.0023135
4.94 4.95 0.00231433
4.95 4.96 0.00231514
4.96 4.97 0.00231592
4.97 4.98 0.00231667
4.98 4.99 0.0023174
4.99 5 0.0023181
5 5.01 0.00231878
5.01 5.02 0.00231943
5.02 5.03 0.00232005
5.03 5.04 0.00232065
5.04 5.05 0.00232123
5.05 5.06 0.00232177
5.06 5.07 0.0023223
5.07 5.08 0.0023228
5.08 5.09 0.00232327
5.09 5.1 0.00232372
5.1 5.11 0.00232415
5.11 5.12 0.00232455
5.12 5.13 0.00232492
5.13 5.14 0.00232527
5.14 5.15 0.0023256
5.15 5.16 0.00232591
5.16 5.17 0.00232619
5.17 5.18 0.00232644
5.18 5.19 0.00232668
5.19 5.2 0.00232689
5.2 5.21 0.00232707
5.21 5.22 0.00232724
5.22 5.23 0.00232738
5.23 5.24 0.00232749
5.24 5.25 0.00232759
5.25 5.26 0.00232766
5.26 5.27 0.00232771
5.27 5.28 0.00232773
5.28 5.29 0.00232774
5.29 5.3 0.00232772
5.3 5.31 0.00232768
5.31 5.32 0.00232762
5.32 5.33 0.00232754
5.33 5.34 0.00232744
5.34 5.35 0.00232731
5.35 5.36 0.00232716
5.36 5.37 0.002327
5.37 5.38 0.00232681
5.38 5.39 0.0023266
5.39 5.4 0.00232637
5.4 5.41 0.00232613
5.41 5.42 0.00232586
5.42 5.43 0.00232557
5.43 5.44 0.00232527
5.44 5.45 0.00232494
5.45 5.46 0.0023246
5.46 5.47 0.00232424
5.47 5.48 0.00232386
5.48 5.49 0.00232347
5.49 5.5 0.00232306
5.5 5.51 0.00232264
5.51 5.52 0.00232221
5.52 5.53 0.00232176
5.53 5.54 0.0023213
5.54 5.55 0.00232084
5.55 5.56 0.00232037
5.56 5.57 0.00231989
5.57 5.58 0.00231942
5.58 5.59 0.00231894
5.59 5.6 0.00231847
5.6 5.61 0.00231801
5.61 5.62 0.00231757
5.62 5.63 0.00231715
5.63 5.64 0.00231675
5.64 5.65 0.00231638
5.65 5.66 0.00231606
5.66 5.67 0.00231579
5.67 5.68 0.00231558
5.68 5.69 0.00231544
5.69 5.7 0.00231539
5.7 5.71 0.00231544
5.71 5.72 0.0023156
5.72 5.73 0.0023159
5.73 5.74 0.00231635
5.74 5.75 0.00231697
5.75 5.76 0.00231779
5.76 5.77 0.00231884
5.77 5.78 0.00232013
5.78 5.79 0.0023217
5.79 5.8 0.00232359
5.8 5.81 0.00232582
5.81 5.82 0.00232844
5.82 5.83 0.00233147
5.83 5.84 0.00233497
5.84 5.85 0.00233897
5.85 5.86 0.00234352
5.86 5.87 0.00234866
5.87 5.88 0.00235444
5.88 5.89 0.00236092
5.89 5.9 0.00236813
5.9 5.91 0.00237613
5.91 5.92 0.00238497
5.92 5.93 0.00239469
5.93 5.94 0.00240534
5.94 5.95 0.00241697
5.95 5.96 0.00242962
5.96 5.97 0.00244332
5.97 5.98 0.00245811
5.98 5.99 0.00247382
5.99 6 0.00248586
6 6.01 0.00250405
6.01 6.02 0.00252341
6.02 6.03 0.00254394
6.03 6.04 0.00256563
6.04 6.05 0.00258847
6.05 6.06 0.00261243
6.06 6.07 0.00263748
6.07 6.08 0.00266356
6.08 6.09 0.00269061
6.09 6.1 0.00271857
6.1 6.11 0.00274735
6.11 6.12 0.00277686
6.12 6.13 0.00280698
6.13 6.14 0.00283761
6.14 6.15 0.0028686
6.15 6.16 0.00289983
6.16 6.17 0.00293115
6.17 6.18 0.00296239
6.18 6.19 0.00299339
6.19 6.2 0.00302399
6.2 6.21 0.003054
6.21 6.22 0.00308325
6.22 6.23 0.00311156
6.23 6.24 0.00313876
6.24 6.25 0.00316465
6.25 6.26 0.00318908
6.26 6.27 0.00321187
6.27 6.28 0.00323286
6.28 6.29 0.00325191
6.29 6.3 0.00326886
6.3 6.31 0.0032836
6.31 6.32 0.00329601
6.32 6.33 0.00330599
6.33 6.34 0.00331346
6.34 6.35 0.00331836
6.35 6.36 0.00332063
6.36 6.37 0.00332025
6.37 6.38 0.00331722
6.38 6.39 0.00331154
6.39 6.4 0.00330324
6.4 6.41 0.00329237
6.41 6.42 0.003279
6.42 6.43 0.00326321
6.43 6.44 0.0032451
6.44 6.45 0.00322478
6.45 6.46 0.0032024
6.46 6.47 0.00317807
6.47 6.48 0.00315197
6.48 6.49 0.00312424
6.49 6.5 0.00309506
6.5 6.51 0.00306461
6.51 6.52 0.00303305
6.52 6.53 0.00300057
6.53 6.54 0.00296735
6.54 6.55 0.00293357
6.55 6.56 0.0028994
6.56 6.57 0.00286501
6.57 6.58 0.00283056
6.58 6.59 0.00279621
6.59 6.6 0.00276212
6.6 6.61 0.00272841
6.61 6.62 0.00269521
6.62 6.63 0.00266265
6.63 6.64 0.00263083
6.64 6.65 0.00259984
6.65 6.66 0.00256977
6.66 6.67 0.00254068
6.67 6.68 0.00251264
6.68 6.69 0.00248569
6.69 6.7 0.00245987
6.7 6.71 0.0024352
6.71 6.72 0.0024117
6.72 6.73 0.00238938
6.73 6.74 0.00236823
6.74 6.75 0.00234825
6.75 6.76 0.00232941
6.76 6.77 0.0023117
6.77 6.78 0.00229508
6.78 6.79 0.00227951
6.79 6.8 0.00226497
6.8 6.81 0.0022514
6.81 6.82 0.00223877
6.82 6.83 0.00222703
6.83 6.84 0.00221612
6.84 6.85 0.00220601
6.85 6.86 0.00219664
6.86 6.87 0.00218795
6.87 6.88 0.00217992
6.88 6.89 0.00217249
6.89 6.9 0.00216561
6.9 6.91 0.00215924
6.91 6.92 0.00215334
6.92 6.93 0.00214786
6.93 6.94 0.00214278
6.94 6.95 0.00213805
6.95 6.96 0.00213363
6.96 6.97 0.00212951
6.97 6.98 0.00212565
6.98 6.99 0.00212202
6.99 7 0.00211859
7 7.01 0.00211535
7.01 7.02 0.00211228
7.02 7.03 0.00210935
7.03 7.04 0.00210654
7.04 7.05 0.00210385
7.05 7.06 0.00210125
7.06 7.07 0.00209874
7.07 7.08 0.00209631
7.08 7.09 0.00209394
7.09 7.1 0.00209162
7.1 7.11 0.00208935
7.11 7.12 0.00174687
7.12 7.13 0.0016668
7.13 7.14 0.00166603
7.14 7.15 0.00166528
7.15 7.16 0.00166454
7.16 7.17 0.00166381
7.17 7.18 0.00166309
7.18 7.19 0.00166238
7.19 7.2 0.00166167
7.2 7.21 0.00166096
7.21 7.22 0.00166026
7.22 7.23 0.00165955
7.23 7.24 0.00165884
7.24 7.25 0.00165814
7.25 7.26 0.00165743
7.26 7.27 0.00165672
7.27 7.28 0.001656
7.28 7.29 0.00165528
7.29 7.3 0.00165456
7.3 7.31 0.00165384
7.31 7.32 0.00165311
7.32 7.33 0.00165238
7.33 7.34 0.00165164
7.34 7.35 0.0016509
7.35 7.36 0.00165016
7.36 7.37 0.00164941
7.37 7.38 0.00164865
7.38 7.39 0.00164789
7.39 7.4 0.00164713
7.4 7.41 0.00164636
7.41 7.42 0.00164559
7.42 7.43 0.00164482
7.43 7.44 0.00164404
7.44 7.45 0.00164325
7.45 7.46 0.00164246
7.46 7.47 0.00164167
7.47 7.48 0.00164087
7.48 7.49 0.00164007
7.49 7.5 0.00163926
7.5 7.51 0.00163845
7.51 7.52 0.00163763
7.52 7.53 0.00163681
7.53 7.54 0.00163599
7.54 7.55 0.00163516
7.55 7.56 0.00163433
7.56 7.57 0.00163349
7.57 7.58 0.00163265
7.58 7.59 0.00163181
7.59 7.6 0.00163096
7.6 7.61 0.00163011
7.61 7.62 0.00162925
7.62 7.63 0.00162839
7.63 7.64 0.00162753
7.64 7.65 0.00162666
7.65 7.66 0.00162579
7.66 7.67 0.00162492
7.67 7.68 0.00162404
7.68 7.69 0.00162315
7.69 7.7 0.00162227
7.7 7.71 0.00162137
7.71 7.72 0.00162003
7.72 7.73 0.00161914
7.73 7.74 0.00161824
7.74 7.75 0.00161733
7.75 7.76 0.00161643
7.76 7.77 0.00161552
7.77 7.78 0.0016146
7.78 7.79 0.00161369
7.79 7.8 0.00161277
7.8 7.81 0.00161184
7.81 7.82 0.00161092
7.82 7.83 0.00160999
7.83 7.84 0.00160905
7.84 7.85 0.00160812
7.85 7.86 0.00160718
7.86 7.87 0.00160623
7.87 7.88 0.00160529
7.88 7.89 0.00160434
7.89 7.9 0.00160338
7.9 7.91 0.00160243
7.91 7.92 0.00160147
7.92 7.93 0.00160051
7.93 7.94 0.00159954
7.94 7.95 0.00159857
7.95 7.96 0.0015976
7.96 7.97 0.00159663
7.97 7.98 0.00159565
7.98 7.99 0.00159467
7.99 8 0.00159369
8 8.01 0.00159271
8.01 8.02 0.00159172
8.02 8.03 0.00159073
8.03 8.04 0.00158973
8.04 8.05 0.00158874
8.05 8.06 0.00158774
8.06 8.07 0.00158674
8.07 8.08 0.00158573
8.08 8.09 0.00158473
8.09 8.1 0.00158372
8.1 8.11 0.00158271
8.11 8.12 0.00158169
8.12 8.13 0.00158068
8.13 8.14 0.00157966
8.14 8.15 0.00157863
8.15 8.16 0.00157761
8.16 8.17 0.00157658
8.17 8.18 0.00157555
8.18 8.19 0.00157452
8.19 8.2 0.00157349
8.2 8.21 0.00157245
8.21 8.22 0.00157141
8.22 8.23 0.00157037
8.23 8.24 0.00156933
8.24 8.25 0.00156829
8.25 8.26 0.00156724
8.26 8.27 0.00156619
8.27 8.28 0.00156514
8.28 8.29 0.00156408
8.29 8.3 0.00156303
8.3 8.31 0.00156197
8.31 8.32 0.00156091
8.32 8.33 0.00155985
8.33 8.34 0.00155004
8.34 8.35 0.00154582
8.35 8.36 0.0015448
8.36 8.37 0.00154377
8.37 8.38 0.00154274
8.38 8.39 0.00154171
8.39 8.4 0.00154068
8.4 8.41 0.00153965
8.41 8.42 0.00153861
8.42 8.43 0.00153757
8.43 8.44 0.00153653
8.44 8.45 0.00153549
8.45 8.46 0.00153445
8.46 8.47 0.0015334
8.47 8.48 0.00153235
8.48 8.49 0.00153131
8.49 8.5 0.00153025
8.5 8.51 0.0015292
8.51 8.52 0.00152815
8.52 8.53 0.00152709
8.53 8.54 0.00152603
8.54 8.55 0.00152497
8.55 8.56 0.00152391
8.56 8.57 0.00152284
8.57 8.58 0.00152178
8.58 8.59 0.00152071
8.59 8.6 0.00151964
8.6 8.61 0.00151857
8.61 8.62 0.0015175
8.62 8.63 0.00151643
8.63 8.64 0.00151535
8.64 8.65 0.00151428
8.65 8.66 0.0015132
8.66 8.67 0.00151212
8.67 8.68 0.00151104
8.68 8.69 0.00150995
8.69 8.7 0.00150887
8.7 8.71 0.00150778
8.71 8.72 0.0015067
