   1.20444      0.111185      0.654695E-04  0.240660E-04   0.00000      0.627354E-03   10.0915       0.00000    
   1.21335      0.109572      0.657176E-04  0.241375E-04   0.00000      0.638945E-03   10.0839       0.00000    
   1.22233      0.107981      0.659858E-04  0.242088E-04   0.00000      0.650918E-03   10.0735       0.00000    
   1.23137      0.106416      0.662676E-04  0.242797E-04   0.00000      0.663203E-03   10.0611       0.00000    
   1.24048      0.104872      0.665455E-04  0.243532E-04   0.00000      0.675699E-03   10.0504       0.00000    
   1.24966      0.103353      0.668226E-04  0.244292E-04   0.00000      0.688402E-03   10.0408       0.00000    
   1.25891      0.101853      0.671153E-04  0.245042E-04   0.00000      0.701485E-03   10.0287       0.00000    
   1.26822      0.100379      0.674191E-04  0.245790E-04   0.00000      0.714887E-03   10.0152       0.00000    
   1.27760      0.989246E-01  0.677226E-04  0.246559E-04   0.00000      0.728547E-03   10.0026       0.00000    
   1.28706      0.974873E-01  0.680229E-04  0.247338E-04   0.00000      0.742456E-03   9.99090       0.00000    
   1.29658      0.960742E-01  0.683230E-04  0.248111E-04   0.00000      0.756588E-03   9.97908       0.00000    
   1.30617      0.946821E-01  0.686194E-04  0.248905E-04   0.00000      0.770940E-03   9.96870       0.00000    
   1.31583      0.933104E-01  0.688981E-04  0.249763E-04   0.00000      0.785394E-03   9.96307       0.00000    
   1.32557      0.919588E-01  0.691574E-04  0.250685E-04   0.00000      0.799931E-03   9.96240       0.00000    
   1.33538      0.906279E-01  0.694001E-04  0.251669E-04   0.00000      0.814566E-03   9.96619       0.00000    
   1.34526      0.893154E-01  0.696220E-04  0.252708E-04   0.00000      0.829269E-03   9.97472       0.00000    
   1.35521      0.880248E-01  0.698241E-04  0.253753E-04   0.00000      0.843990E-03   9.98603       0.00000    
   1.36524      0.867505E-01  0.700167E-04  0.254770E-04   0.00000      0.858875E-03   9.99748       0.00000    
   1.37534      0.854969E-01  0.702036E-04  0.255797E-04   0.00000      0.873933E-03   10.0100       0.00000    
   1.38551      0.842595E-01  0.703760E-04  0.256888E-04   0.00000      0.889133E-03   10.0266       0.00000    
   1.39576      0.830379E-01  0.705310E-04  0.258075E-04   0.00000      0.904458E-03   10.0488       0.00000    
   1.40609      0.818355E-01  0.706774E-04  0.259343E-04   0.00000      0.919960E-03   10.0750       0.00000    
   1.41649      0.806542E-01  0.708297E-04  0.260619E-04   0.00000      0.935751E-03   10.1006       0.00000    
   1.42697      0.794882E-01  0.710036E-04  0.261829E-04   0.00000      0.952057E-03   10.1208       0.00000    
   1.43753      0.783391E-01  0.712087E-04  0.262929E-04   0.00000      0.968965E-03   10.1330       0.00000    
   1.44817      0.772086E-01  0.714506E-04  0.263921E-04   0.00000      0.986536E-03   10.1365       0.00000    
   1.45888      0.760949E-01  0.717328E-04  0.264841E-04   0.00000      0.100487E-02   10.1322       0.00000    
   1.46968      0.749967E-01  0.720435E-04  0.265727E-04   0.00000      0.102388E-02   10.1231       0.00000    
   1.48055      0.739151E-01  0.723692E-04  0.266587E-04   0.00000      0.104340E-02   10.1112       0.00000    
   1.49150      0.728458E-01  0.727031E-04  0.267421E-04   0.00000      0.106342E-02   10.0974       0.00000    
   1.50254      0.717932E-01  0.730388E-04  0.268238E-04   0.00000      0.108379E-02   10.0830       0.00000    
   1.51366      0.707581E-01  0.733819E-04  0.269029E-04   0.00000      0.110458E-02   10.0669       0.00000    
   1.52486      0.697383E-01  0.737364E-04  0.269786E-04   0.00000      0.112588E-02   10.0483       0.00000    
   1.53614      0.687331E-01  0.740860E-04  0.270551E-04   0.00000      0.114750E-02   10.0307       0.00000    
   1.54750      0.677425E-01  0.744225E-04  0.271358E-04   0.00000      0.116936E-02   10.0164       0.00000    
   1.55895      0.667683E-01  0.747601E-04  0.272162E-04   0.00000      0.119158E-02   10.0020       0.00000    
   1.57049      0.658071E-01  0.751000E-04  0.272942E-04   0.00000      0.121425E-02   9.98654       0.00000    
   1.58211      0.648596E-01  0.754328E-04  0.273738E-04   0.00000      0.123723E-02   9.97267       0.00000    
   1.59381      0.639235E-01  0.757712E-04  0.274520E-04   0.00000      0.126074E-02   9.95777       0.00000    
   1.60560      0.630017E-01  0.761298E-04  0.275246E-04   0.00000      0.128493E-02   9.93867       0.00000    
   1.61748      0.620950E-01  0.764961E-04  0.275977E-04   0.00000      0.130964E-02   9.91903       0.00000    
   1.62945      0.612030E-01  0.768602E-04  0.276759E-04   0.00000      0.133476E-02   9.90149       0.00000    
   1.64151      0.603236E-01  0.772331E-04  0.277549E-04   0.00000      0.136048E-02   9.88333       0.00000    
   1.65365      0.594568E-01  0.776155E-04  0.278332E-04   0.00000      0.138681E-02   9.86402       0.00000    
   1.66588      0.586042E-01  0.779897E-04  0.279141E-04   0.00000      0.141346E-02   9.84666       0.00000    
   1.67821      0.577621E-01  0.783491E-04  0.279963E-04   0.00000      0.144041E-02   9.83159       0.00000    
