#XLO XHI SOURCE
7.61 7.62 0.0017316
7.62 7.63 0.0017305
7.63 7.64 0.00172942
7.64 7.65 0.00172834
7.65 7.66 0.00172727
7.66 7.67 0.00172621
7.67 7.68 0.00172516
7.68 7.69 0.00172411
7.69 7.7 0.00172307
7.7 7.71 0.00172204
7.71 7.72 0.00172101
7.72 7.73 0.00171998
7.73 7.74 0.00171897
7.74 7.75 0.00171795
7.75 7.76 0.00171694
7.76 7.77 0.00171593
7.77 7.78 0.00171492
7.78 7.79 0.00171392
7.79 7.8 0.00171291
7.8 7.81 0.00171192
7.81 7.82 0.00171092
7.82 7.83 0.00170992
7.83 7.84 0.00170893
7.84 7.85 0.00170794
7.85 7.86 0.00170695
7.86 7.87 0.00170596
7.87 7.88 0.00170497
7.88 7.89 0.00170398
7.89 7.9 0.001703
7.9 7.91 0.00170201
7.91 7.92 0.00170103
7.92 7.93 0.00170004
7.93 7.94 0.00169906
7.94 7.95 0.00169808
7.95 7.96 0.0016971
7.96 7.97 0.00169611
7.97 7.98 0.00169514
7.98 7.99 0.00169416
7.99 8 0.00169318
8 8.01 0.0016922
8.01 8.02 0.00169122
8.02 8.03 0.00169024
8.03 8.04 0.00168927
8.04 8.05 0.00168829
8.05 8.06 0.00168732
8.06 8.07 0.00168634
8.07 8.08 0.00168537
8.08 8.09 0.00168439
8.09 8.1 0.00168342
8.1 8.11 0.00168245
8.11 8.12 0.00168147
8.12 8.13 0.0016805
8.13 8.14 0.00167953
8.14 8.15 0.00167856
8.15 8.16 0.00167759
8.16 8.17 0.00167661
8.17 8.18 0.00167564
8.18 8.19 0.00167468
8.19 8.2 0.00167371
8.2 8.21 0.00167274
8.21 8.22 0.00167177
8.22 8.23 0.0016708
8.23 8.24 0.00166984
8.24 8.25 0.00166887
8.25 8.26 0.00166791
8.26 8.27 0.00166694
8.27 8.28 0.00166597
8.28 8.29 0.00166501
8.29 8.3 0.00166405
8.3 8.31 0.00166308
8.31 8.32 0.00166212
8.32 8.33 0.00166116
8.33 8.34 0.00165756
8.34 8.35 0.00165633
8.35 8.36 0.00165539
8.36 8.37 0.00165444
8.37 8.38 0.0016535
8.38 8.39 0.00165256
8.39 8.4 0.00165162
8.4 8.41 0.00165069
8.41 8.42 0.00164975
8.42 8.43 0.00164881
8.43 8.44 0.00164787
8.44 8.45 0.00164693
8.45 8.46 0.001646
8.46 8.47 0.00164506
8.47 8.48 0.00164413
8.48 8.49 0.00164319
8.49 8.5 0.00164226
8.5 8.51 0.00164132
8.51 8.52 0.00164039
8.52 8.53 0.00163946
8.53 8.54 0.00163852
8.54 8.55 0.00163759
8.55 8.56 0.00163666
8.56 8.57 0.00163573
8.57 8.58 0.0016348
8.58 8.59 0.00163387
8.59 8.6 0.00163294
8.6 8.61 0.00163201
8.61 8.62 0.00163108
8.62 8.63 0.00163016
8.63 8.64 0.00162923
8.64 8.65 0.0016283
8.65 8.66 0.00162738
8.66 8.67 0.00162645
8.67 8.68 0.00162553
8.68 8.69 0.0016246
8.69 8.7 0.00162368
8.7 8.71 0.00162276
8.71 8.72 0.00162184
8.72 8.73 0.00162092
8.73 8.74 0.00162
8.74 8.75 0.00161908
8.75 8.76 0.00161816
8.76 8.77 0.00161724
8.77 8.78 0.00161632
8.78 8.79 0.0016154
8.79 8.8 0.00161448
8.8 8.81 0.00161357
8.81 8.82 0.00161265
8.82 8.83 0.00161174
8.83 8.84 0.00161082
8.84 8.85 0.00160991
8.85 8.86 0.001609
8.86 8.87 0.00160808
8.87 8.88 0.00160717
8.88 8.89 0.00160626
8.89 8.9 0.00160535
8.9 8.91 0.00160444
8.91 8.92 0.00160353
8.92 8.93 0.00160263
8.93 8.94 0.00160172
8.94 8.95 0.00160081
8.95 8.96 0.00159991
8.96 8.97 0.001599
8.97 8.98 0.0015981
8.98 8.99 0.00159719
8.99 9 0.00159629
9 9.01 0.00159539
9.01 9.02 0.00159448
9.02 9.03 0.00159358
9.03 9.04 0.00159268
9.04 9.05 0.00159178
9.05 9.06 0.00159088
9.06 9.07 0.00158998
9.07 9.08 0.00158909
9.08 9.09 0.00158819
9.09 9.1 0.00158729
9.1 9.11 0.0015864
9.11 9.12 0.0015855
9.12 9.13 0.00158461
9.13 9.14 0.00158372
9.14 9.15 0.00158282
9.15 9.16 0.00158193
9.16 9.17 0.00158104
9.17 9.18 0.00158015
9.18 9.19 0.00157926
9.19 9.2 0.00157837
9.2 9.21 0.00157748
9.21 9.22 0.0015766
9.22 9.23 0.00157571
9.23 9.24 0.00157482
9.24 9.25 0.00157394
9.25 9.26 0.00157305
9.26 9.27 0.00157217
9.27 9.28 0.00157129
9.28 9.29 0.00157041
9.29 9.3 0.00156953
9.3 9.31 0.00156864
9.31 9.32 0.00156777
9.32 9.33 0.00156689
9.33 9.34 0.00156601
9.34 9.35 0.00156513
9.35 9.36 0.00156425
9.36 9.37 0.00156338
9.37 9.38 0.0015625
9.38 9.39 0.00156163
9.39 9.4 0.00156075
9.4 9.41 0.00155988
9.41 9.42 0.00155901
